crime_type,year,month,day,hour,location,latitude,longitude
criminal damage,2013,9,6,22,STREET,41.799423499,-87.763722633
criminal damage,2003,5,2,21,BAR OR TAVERN,41.909846709,-87.729270003
battery,2011,4,4,13,"SCHOOL, PUBLIC, BUILDING",41.688214048,-87.53597039
battery,2012,3,24,20,STREET,41.895183116,-87.760650402
criminal damage,2008,4,21,23,STREET,41.753123114,-87.563830192
criminal damage,2006,4,19,16,STREET,41.681076535,-87.614683958
battery,2004,2,15,14,CHA PARKING LOT/GROUNDS,41.781374962,-87.617209584
battery,2004,12,8,13,SIDEWALK,41.897343915,-87.753211465
battery,2003,5,10,9,CHA PARKING LOT/GROUNDS,41.828201751,-87.628939124
theft,2016,4,11,8,STREET,41.847474633,-87.723412196
criminal damage,2003,4,23,15,STREET,41.880238942,-87.76527117
criminal damage,2008,8,6,16,RESTAURANT,41.875626261,-87.629105237
criminal damage,2005,12,24,8,RESIDENCE,41.904938791,-87.635164084
theft,2008,7,4,13,RESIDENCE,41.971893992,-87.727275665
theft,2005,9,4,9,STREET,41.963957259,-87.694291829
criminal damage,2005,12,3,17,OTHER,41.880744967,-87.724252629
criminal damage,2004,2,21,24,TAVERN/LIQUOR STORE,41.807994429,-87.667377089
theft,2001,2,24,12,STREET,41.906813412,-87.628924223
criminal damage,2008,5,19,8,STREET,41.922702616,-87.776895718
theft,2015,6,22,9,RESIDENCE,41.786178724,-87.661952483
criminal damage,2005,4,21,18,RESIDENTIAL YARD (FRONT/BACK),41.705026225,-87.650679504
battery,2003,2,25,20,STREET,41.968969889,-87.663305519
criminal damage,2013,8,24,11,PAWN SHOP,41.908170625,-87.674014962
battery,2001,8,28,20,CTA PLATFORM,41.886528737,-87.745633867
criminal damage,2017,5,29,20,RESIDENCE,41.755700378,-87.618257389
criminal damage,2004,4,24,11,APARTMENT,41.771020613,-87.622489958
criminal damage,2011,3,3,22,STREET,41.750271173,-87.662224163
battery,2014,5,8,12,SIDEWALK,41.897293095,-87.750761979
criminal damage,2002,10,6,8,STREET,41.869751944,-87.639659179
theft,2009,1,2,24,RESIDENCE-GARAGE,41.814754857,-87.709141001
criminal damage,2002,2,25,9,VEHICLE NON-COMMERCIAL,41.753796742,-87.676799321
criminal damage,2014,2,19,17,CTA TRAIN,41.891662431,-87.628466349000007
theft,2016,11,1,5,CTA TRAIN,42.022062685,-87.67484904
criminal damage,2010,5,8,1,VEHICLE NON-COMMERCIAL,41.976469568,-87.681861425
criminal damage,2008,10,21,1,STREET,41.777157991,-87.660503102
theft,2010,3,31,12,DAY CARE CENTER,41.801042303,-87.690837197
criminal damage,2001,1,16,7,"SCHOOL, PUBLIC, BUILDING",41.742871323,-87.705715395
theft,2005,8,22,7,SIDEWALK,41.939956841,-87.650976566
battery,2002,2,19,21,STREET,41.719857706,-87.566864508
criminal damage,2015,3,31,22,STREET,41.878584489,-87.746239104
criminal damage,2010,7,27,18,SIDEWALK,41.883210844,-87.634412841
battery,2004,12,11,9,SIDEWALK,41.77980125,-87.609568074
battery,2006,5,30,18,RESIDENCE,41.647039629,-87.61619292
battery,2006,10,5,23,STREET,41.881911561,-87.736855555
theft,2002,8,17,24,STREET,41.749579315,-87.593779591
battery,2011,9,29,10,SIDEWALK,41.77677649,-87.666614961
battery,2008,1,22,20,CHA APARTMENT,41.89652481,-87.639211587
criminal damage,2007,1,9,24,PARKING LOT/GARAGE(NON.RESID.),41.910764867,-87.658120918
theft,2012,4,18,9,STREET,41.657466012,-87.600623577
battery,2008,1,11,21,ALLEY,41.854840681,-87.68201072
theft,2001,3,25,24,GAS STATION,41.714117095,-87.64314819
battery,2017,7,17,18,STREET,41.713429727,-87.628468579
battery,2009,2,3,14,TAVERN/LIQUOR STORE,41.697495872,-87.620854203
criminal damage,2008,6,13,9,RESIDENCE,41.816021141,-87.600616657
battery,2015,1,11,19,STREET,41.910272998,-87.736797324
criminal damage,2006,11,1,12,RESIDENCE,41.753301733,-87.661899406
theft,2010,10,5,11,RESIDENCE PORCH/HALLWAY,41.745662775,-87.613154321
criminal damage,2013,5,24,11,DEPARTMENT STORE,41.899410159,-87.624131266
battery,2002,9,10,20,SIDEWALK,41.894875219,-87.762746730999993
theft,2008,11,23,3,STREET,41.942459376,-87.65418447
battery,2011,1,10,20,SIDEWALK,41.969046465,-87.658108841
battery,2003,6,24,24,ALLEY,41.784086563,-87.665545584
battery,2002,2,21,8,"SCHOOL, PUBLIC, BUILDING",41.735459951,-87.559212145
theft,2016,7,1,23,STREET,41.789501494,-87.674176310000007
criminal damage,2007,5,11,18,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,41.895982869,-87.628183771
criminal damage,2008,7,14,9,RESIDENCE,41.763689014,-87.572537656
theft,2002,8,15,7,"SCHOOL, PUBLIC, GROUNDS",41.870088978,-87.701884089
battery,2002,12,17,22,SIDEWALK,41.792268603,-87.660128742
criminal damage,2009,3,9,11,STREET,41.925320351,-87.656740118
theft,2008,11,29,23,STREET,41.944902773,-87.772254984
theft,2001,6,3,20,STREET,42.01397139,-87.668882948
battery,2006,7,1,16,STREET,41.76393126,-87.59579941
criminal damage,2002,9,19,12,STREET,41.761340899,-87.659275545
theft,2006,1,18,20,PARKING LOT/GARAGE(NON.RESID.),41.954639215,-87.645139989
battery,2011,9,29,21,STREET,41.892383828,-87.712561735
battery,2005,1,17,21,SIDEWALK,41.684232396,-87.646070582
battery,2001,8,20,22,STREET,41.931929406,-87.705210511
theft,2008,12,16,20,STREET,42.00538123,-87.670157072
criminal damage,2007,1,16,23,RESIDENCE-GARAGE,41.78932784,-87.685134804
battery,2011,9,18,20,SIDEWALK,41.866101031,-87.659765906
theft,2016,4,30,16,RESIDENCE,41.745877762,-87.555213717
criminal damage,2008,7,10,9,STREET,41.775618822,-87.647112179
battery,2005,3,6,21,STREET,41.898490687,-87.662467003
battery,2017,8,7,22,STREET,41.862530851,-87.703801345
theft,2006,2,12,22,STREET,41.895970886,-87.728567006
theft,2011,10,28,15,ALLEY,41.947889446,-87.647598301
criminal damage,2017,3,13,7,RESIDENCE,41.878309869,-87.712290371
theft,2013,6,26,9,STREET,41.880102579,-87.670682892
battery,2013,8,5,1,ALLEY,41.862832404,-87.716896892
criminal damage,2006,12,21,24,CHA HALLWAY/STAIRWELL/ELEVATOR,41.87448398,-87.718334431
battery,2005,7,7,19,SIDEWALK,41.70809439,-87.565044935
criminal damage,2002,8,19,24,PARKING LOT/GARAGE(NON.RESID.),41.976290414,-87.905227221
battery,2005,9,26,20,VACANT LOT/LAND,41.867183781,-87.716708238
theft,2015,1,21,18,STREET,41.766957927,-87.575097961
battery,2004,4,7,15,STREET,41.707991862,-87.631384557
criminal damage,2014,1,10,24,RESIDENCE,41.8560177,-87.718812379
criminal damage,2001,9,2,21,RESIDENCE,41.910183485,-87.689729201
criminal damage,2014,11,27,16,GROCERY FOOD STORE,41.864493678,-87.639158
theft,2016,1,1,24,RESIDENCE,41.798393542,-87.692708369
theft,2002,8,17,20,STREET,41.700906726,-87.532444689
criminal damage,2010,6,14,23,STREET,41.937124364,-87.802575136
battery,2014,9,26,13,SIDEWALK,41.749982305,-87.644024788
battery,2002,4,21,18,STREET,41.879307235,-87.760568178
theft,2009,7,10,5,STREET,41.799705551,-87.742947396
criminal damage,2012,10,16,18,SMALL RETAIL STORE,41.910835515,-87.653351515
battery,2015,3,30,2,STREET,41.897694011,-87.721266986
criminal damage,2004,6,17,13,COMMERCIAL / BUSINESS OFFICE,41.942239776,-87.713350151
battery,2010,1,21,21,ALLEY,41.79005429,-87.655982593
theft,2005,3,27,4,RESIDENCE,41.88219558,-87.703696487
theft,2009,2,22,9,RESIDENCE,41.987159789,-87.668256986
theft,2012,5,3,9,APARTMENT,41.745195902,-87.601374869
battery,2015,8,31,19,RESIDENCE,41.991297533,-87.698211892
battery,2001,10,17,18,CTA PLATFORM,42.019283797,-87.674539143
criminal damage,2011,6,30,9,HOTEL/MOTEL,41.851949553,-87.618995915
theft,2007,4,27,24,STREET,41.747953871,-87.66580291
criminal damage,2010,2,23,17,DEPARTMENT STORE,41.883500187,-87.627876698
criminal damage,2017,8,3,18,OTHER,41.887060789,-87.62853897
battery,2011,12,8,12,STREET,41.973668528,-87.668121554
battery,2017,1,28,13,STREET,41.685330083,-87.622156296
criminal damage,2003,10,10,19,GAS STATION,41.713753878,-87.642987258
theft,2002,4,28,8,RESTAURANT,41.92938005,-87.643989365
criminal damage,2004,7,6,18,STREET,41.902095352,-87.635095881
criminal damage,2003,7,28,13,VEHICLE NON-COMMERCIAL,41.898412957,-87.698016472
criminal damage,2014,8,4,19,DEPARTMENT STORE,41.80169033,-87.703792065
theft,2009,4,28,19,APARTMENT,41.656603946,-87.614915831
theft,2003,5,13,14,OTHER,41.734729027,-87.551373091
theft,2016,1,2,1,STREET,41.88162654,-87.626200763
criminal damage,2007,6,18,15,RESIDENCE-GARAGE,41.899257423,-87.631879702
battery,2006,7,13,11,STREET,41.795090788,-87.662185864
theft,2008,5,7,1,APARTMENT,41.893408178,-87.662905842
criminal damage,2003,9,21,12,STREET,41.871601704,-87.696038689
criminal damage,2007,10,22,6,GROCERY FOOD STORE,41.881969706,-87.631591433
criminal damage,2002,2,13,22,STREET,41.979970379,-87.674510549
battery,2012,5,23,22,VACANT LOT/LAND,41.799122789,-87.646509403
battery,2011,4,15,21,VEHICLE NON-COMMERCIAL,41.998089383,-87.669588986
battery,2007,3,17,3,STREET,41.755627244,-87.645382738
theft,2002,10,25,3,RESIDENCE,41.788930452,-87.700987081
criminal damage,2013,10,1,13,"SCHOOL, PUBLIC, BUILDING",41.691314623,-87.717043381
battery,2004,11,18,20,STREET,41.761501429,-87.648369541
theft,2007,5,8,3,VEHICLE NON-COMMERCIAL,41.893954252,-87.758016898
theft,2008,2,26,21,APARTMENT,41.779572187,-87.638699762
theft,2014,4,20,23,STREET,41.929154582,-87.739160801
criminal damage,2015,8,22,20,OTHER,41.850657231,-87.612880723
battery,2017,5,14,11,SIDEWALK,41.895367769,-87.75806298
criminal damage,2009,11,25,20,STREET,41.685284728,-87.625923951
battery,2010,7,8,22,STREET,41.653558664,-87.609380388
theft,2001,5,4,22,STREET,41.694770443,-87.65202922
criminal damage,2004,3,18,24,COMMERCIAL / BUSINESS OFFICE,41.88413455,-87.632430739
battery,2009,10,7,1,STREET,41.882376347,-87.742892045
criminal damage,2004,11,8,15,VEHICLE NON-COMMERCIAL,41.778022692,-87.734952204
battery,2006,4,26,7,STREET,41.735563992,-87.647282257
theft,2001,12,27,2,VEHICLE NON-COMMERCIAL,41.915625374,-87.690232995
criminal damage,2008,3,28,19,APARTMENT,41.754860086,-87.554438213
criminal damage,2007,7,8,14,PARKING LOT/GARAGE(NON.RESID.),41.927733552,-87.705222274
theft,2006,7,13,20,VEHICLE NON-COMMERCIAL,41.995610193,-87.785307081
battery,2004,9,7,9,CHA APARTMENT,41.8809304,-87.70971653
battery,2012,6,13,17,STREET,41.971606749,-87.754027416
battery,2002,11,7,13,STREET,41.647923751,-87.61626361
battery,2004,2,23,17,VACANT LOT/LAND,41.881041064,-87.699852066
battery,2004,8,31,17,ABANDONED BUILDING,41.788489202,-87.670897508
theft,2008,6,28,21,RESIDENCE,41.688033246,-87.623931468
criminal damage,2010,5,27,14,"SCHOOL, PUBLIC, BUILDING",41.71902307,-87.620528559
theft,2002,10,7,7,RESIDENCE PORCH/HALLWAY,41.777564483,-87.614348324
theft,2006,6,16,20,PARKING LOT/GARAGE(NON.RESID.),41.901689292,-87.637370419
theft,2016,4,20,23,STREET,41.792654395,-87.705981738
criminal damage,2007,9,23,1,STREET,41.993027207,-87.688516359
theft,2013,7,15,3,CHA PARKING LOT/GROUNDS,41.904785869,-87.693218143
battery,2002,9,15,14,CHA PARKING LOT/GROUNDS,41.933179176,-87.679365719
battery,2003,11,19,13,STREET,41.852540367,-87.728047654
battery,2001,4,14,22,STREET,41.722897297,-87.545999915
criminal damage,2007,5,14,18,RESIDENTIAL YARD (FRONT/BACK),41.748904622,-87.600266343
battery,2004,1,28,23,STREET,41.895496456,-87.769066072
criminal damage,2009,1,22,16,SIDEWALK,41.877080518,-87.726160106
criminal damage,2011,2,25,19,STREET,41.791156498,-87.616913704
criminal damage,2001,10,3,15,OTHER,41.949575161,-87.713367302
battery,2003,4,26,7,CHA APARTMENT,41.824823287,-87.613841838
criminal damage,2002,12,24,15,APARTMENT,41.772701185,-87.585060362
criminal damage,2003,8,7,15,OTHER,41.881883933,-87.640060441
battery,2008,6,30,24,STREET,41.779869327,-87.610791873
theft,2007,4,30,17,RESIDENCE,41.939678582,-87.669989253
criminal damage,2017,7,31,24,SMALL RETAIL STORE,41.909307068,-87.80576669
battery,2006,5,4,23,VEHICLE NON-COMMERCIAL,41.781291406,-87.658718331
criminal damage,2002,2,27,8,RESIDENCE,41.926714394,-87.644734642
battery,2004,9,3,14,STREET,41.880928259,-87.758754351
criminal damage,2003,1,12,8,STREET,41.88791087,-87.771204147
battery,2014,6,24,15,OTHER RAILROAD PROP / TRAIN DEPOT,41.878931004,-87.639585621
theft,2005,6,11,14,RESIDENCE,41.718865686,-87.638291665
battery,2008,2,3,17,STREET,41.903352006,-87.726319014
criminal damage,2012,7,28,15,SMALL RETAIL STORE,41.882358367,-87.627841519
criminal damage,2012,2,2,3,STREET,41.9090189,-87.677422819
battery,2003,7,3,16,SIDEWALK,41.88227454,-87.720833956
battery,2008,7,8,23,SIDEWALK,41.882790629,-87.760206567
criminal damage,2012,12,17,16,DEPARTMENT STORE,41.882470918,-87.627847625
criminal damage,2001,8,5,10,STREET,41.895183092,-87.672268006
theft,2001,7,19,18,PARKING LOT/GARAGE(NON.RESID.),41.994461547,-87.713770599
criminal damage,2007,4,20,23,BAR OR TAVERN,41.898335178,-87.627371843
theft,2010,7,14,12,STREET,41.814714765,-87.623767818
battery,2007,6,24,12,SIDEWALK,41.898618328,-87.752340412
criminal damage,2005,8,31,9,STREET,41.845532978,-87.698330711
criminal damage,2008,12,22,8,OTHER,41.720033069,-87.682036826
theft,2008,8,19,19,STREET,41.879938066,-87.649639897
battery,2007,6,18,10,STREET,41.893343566,-87.750650957
theft,2004,11,15,11,APARTMENT,41.938176204,-87.712448605
battery,2009,10,8,13,SIDEWALK,41.773925589,-87.608241046
criminal damage,2013,3,1,17,DEPARTMENT STORE,41.834042232,-87.674368991
battery,2005,1,14,19,STREET,41.829878815,-87.612185451
criminal damage,2011,10,4,15,SMALL RETAIL STORE,41.880712096,-87.726856482
battery,2007,11,8,11,SIDEWALK,41.764190758,-87.645599166
theft,2005,8,24,12,RESIDENCE,41.791322177,-87.790321635
battery,2014,6,17,10,SIDEWALK,41.903221151,-87.749778718
battery,2012,4,17,21,ALLEY,41.801355133,-87.645341277
theft,2014,6,7,2,RESIDENTIAL YARD (FRONT/BACK),41.854330878,-87.730372628
theft,2003,8,11,11,STREET,41.887990469,-87.621763935
battery,2016,7,19,21,SIDEWALK,41.870863547,-87.714106449
battery,2012,7,7,19,PARKING LOT/GARAGE(NON.RESID.),41.798896589,-87.582302178
criminal damage,2010,5,23,17,STREET,41.771674639,-87.656722213
criminal damage,2008,11,28,16,DEPARTMENT STORE,41.883500187,-87.627876698
criminal damage,2008,5,23,20,STREET,41.920652889,-87.638891361
battery,2012,4,20,7,"SCHOOL, PUBLIC, BUILDING",41.791220341,-87.688848758
criminal damage,2007,11,29,10,STREET,41.748449484,-87.634238448
battery,2003,12,17,21,STREET,41.695065664,-87.542582712
criminal damage,2008,7,7,21,STREET,41.900622269,-87.667061987
battery,2001,9,6,11,STREET,41.691277724,-87.635245935
battery,2008,7,12,9,RESIDENCE,41.879213596,-87.699888476
theft,2016,10,17,10,STREET,41.804800727,-87.68329902
battery,2006,9,1,22,STREET,41.778248863,-87.686060296
battery,2006,3,7,16,STREET,41.723001811,-87.612964188
criminal damage,2001,8,20,12,RESIDENCE,42.002485771,-87.672953839
battery,2004,1,2,13,SIDEWALK,41.91806019,-87.710266383
criminal damage,2008,1,6,11,STREET,41.915319822,-87.64235875
theft,2005,2,27,18,STREET,41.750528037,-87.741411957
criminal damage,2007,12,6,12,RESIDENCE,41.767510207,-87.616234777
theft,2013,5,24,14,APARTMENT,41.867029103,-87.728909609
criminal damage,2004,3,18,9,RESIDENCE-GARAGE,41.961743052,-87.657457955
theft,2007,5,19,1,RESIDENCE,41.764927989,-87.618462838
criminal damage,2009,8,17,7,STREET,41.905263458,-87.69077782
battery,2002,2,13,20,STREET,41.755278377,-87.634413562
theft,2007,7,10,16,STREET,41.806282112,-87.669767936
battery,2014,11,11,11,SIDEWALK,41.888934605,-87.756291745
criminal damage,2005,8,2,23,STREET,41.900310971,-87.673508101
criminal damage,2003,8,21,24,STREET,41.915064416,-87.670251548
battery,2004,5,28,14,ALLEY,41.879863459,-87.766478939
theft,2005,8,30,6,STREET,41.799391777,-87.646517533
battery,2011,11,12,11,VEHICLE NON-COMMERCIAL,41.907289512,-87.721575765
criminal damage,2013,6,15,9,OTHER,41.910588942,-87.670790164
theft,2007,9,18,22,STREET,41.764493905,-87.695780161
criminal damage,2001,12,25,15,APARTMENT,41.885818869,-87.763231288
battery,2011,6,8,2,SIDEWALK,41.778500707,-87.673885683
criminal damage,2006,9,29,24,CHA APARTMENT,41.82324695,-87.621589723
battery,2003,4,26,21,SIDEWALK,41.903890702,-87.632045722
theft,2017,5,10,7,STREET,41.735847999,-87.69711874
battery,2014,12,12,15,GAS STATION,41.772972076,-87.644610871
battery,2012,5,22,21,STREET,41.750940418,-87.625130255
theft,2005,8,27,3,STREET,41.799728358,-87.736209982
theft,2015,6,16,1,RESTAURANT,41.883566846,-87.654415581
criminal damage,2006,3,20,18,SMALL RETAIL STORE,41.9039352,-87.629003616
criminal damage,2002,8,9,14,STREET,41.89118986,-87.639640295
theft,2005,8,21,22,WAREHOUSE,41.82998235,-87.638782471
criminal damage,2009,8,17,20,SIDEWALK,41.926940702,-87.641296295
theft,2008,12,20,3,APARTMENT,41.751257242,-87.555309999
battery,2006,4,9,23,STREET,41.797911342,-87.709810577
battery,2003,11,4,14,STREET,41.883668321,-87.755186031
criminal damage,2001,7,11,24,RESIDENCE,41.813578864,-87.72732147
theft,2002,12,20,19,STREET,41.964258354,-87.699101911
criminal damage,2002,7,25,12,RESIDENCE,41.837822489,-87.735309207
battery,2001,9,18,19,STREET,41.894863624,-87.749520566
theft,2006,2,15,21,COMMERCIAL / BUSINESS OFFICE,41.788336119,-87.723023369
theft,2011,3,15,3,STREET,41.79830982,-87.729434752
theft,2013,8,26,14,STREET,41.877553391,-87.756129762
battery,2014,8,1,18,SIDEWALK,41.890345817,-87.723496676
battery,2002,12,16,10,STREET,41.903726248,-87.642491117
criminal damage,2014,4,1,24,SMALL RETAIL STORE,41.879073821,-87.62610773
criminal damage,2015,5,18,16,STREET,41.901585664,-87.626693208
battery,2014,10,15,23,STREET,41.731303019,-87.648360734
theft,2006,9,21,24,RESIDENCE,41.880902651,-87.712191823
criminal damage,2003,5,26,24,SMALL RETAIL STORE,41.925076902,-87.673855622
battery,2013,6,20,15,RESIDENCE,41.762478065,-87.66982359
battery,2011,7,29,15,GAS STATION,41.809629081,-87.597938463
battery,2006,9,21,11,STREET,41.794852216,-87.673109334
criminal damage,2014,1,31,16,RESIDENCE PORCH/HALLWAY,41.897779604,-87.673780258
theft,2013,4,29,22,ALLEY,41.910849851,-87.6945573
theft,2006,12,29,16,DRIVEWAY - RESIDENTIAL,41.789514483,-87.685140257
theft,2011,12,20,23,STREET,41.828069036,-87.678877221
theft,2003,10,21,13,STREET,41.771470913,-87.654286539
criminal damage,2001,10,10,22,GROCERY FOOD STORE,41.947364323,-87.766664327
criminal damage,2014,5,24,12,DEPARTMENT STORE,41.832329279,-87.616983146
theft,2004,4,6,24,APARTMENT,41.769481474,-87.68083673
criminal damage,2004,8,2,11,SIDEWALK,41.8829238,-87.627861004
theft,2014,12,3,7,RESIDENCE,41.761814314,-87.589669562
criminal damage,2001,3,3,4,STREET,41.77066266,-87.618758421
theft,2008,4,24,6,RESIDENCE,41.675353781,-87.627394386
battery,2011,6,23,11,STREET,41.884157847,-87.728223053
criminal damage,2001,3,23,18,DEPARTMENT STORE,41.946427834,-87.714438076
criminal damage,2007,4,19,24,STREET,41.965454888,-87.653094586
battery,2008,4,18,20,SIDEWALK,41.89403812,-87.680312422
criminal damage,2004,6,2,16,RESIDENCE,41.951657689,-87.766949806
criminal damage,2005,6,30,3,STREET,41.740897806,-87.606047831
battery,2007,11,3,4,STREET,41.786078311,-87.713932974
battery,2007,4,15,15,STREET,41.827496886,-87.608711884
battery,2004,3,22,20,APARTMENT,41.881039596,-87.700083426
battery,2007,3,16,21,SIDEWALK,41.782933762,-87.613265379
battery,2003,9,7,20,VACANT LOT/LAND,41.862050347,-87.706764933
criminal damage,2006,2,20,14,SMALL RETAIL STORE,42.019463558,-87.682478942
theft,2009,12,6,21,STREET,41.788733849,-87.718868694
criminal damage,2009,8,22,9,HOTEL/MOTEL,41.879393185,-87.632992969
battery,2015,3,2,23,SIDEWALK,41.879260103,-87.723176132
battery,2008,8,12,19,ALLEY,41.779444747,-87.664864143
criminal damage,2007,8,24,12,STREET,41.948820056,-87.718899701
criminal damage,2004,8,19,24,SIDEWALK,41.90498594,-87.669015012
criminal damage,2003,8,28,5,STREET,41.762318309,-87.652832599
criminal damage,2007,12,21,12,STREET,41.924663944,-87.641453187
battery,2004,12,24,20,SIDEWALK,41.87802873,-87.721777807
battery,2005,7,12,9,CHA PARKING LOT/GROUNDS,41.829868313,-87.613135895
theft,2007,7,1,12,RESIDENCE,41.942157236,-87.772547378
criminal damage,2012,1,1,8,RESIDENTIAL YARD (FRONT/BACK),41.966858064,-87.741417624
criminal damage,2003,7,2,18,STREET,41.965972307,-87.648731817
criminal damage,2008,7,31,15,SMALL RETAIL STORE,41.811741323,-87.669913344
criminal damage,2012,3,12,19,HOTEL/MOTEL,41.752748627,-87.741497836
battery,2005,5,22,17,STREET,41.708421344,-87.620019433
theft,2003,1,17,9,SMALL RETAIL STORE,41.778753959,-87.71651488
criminal damage,2008,6,28,14,PARKING LOT/GARAGE(NON.RESID.),41.881988044,-87.644135454
battery,2015,6,22,20,PARKING LOT/GARAGE(NON.RESID.),41.753422351,-87.64289219
battery,2010,4,21,15,STREET,41.696784201,-87.652857468
theft,2007,2,24,21,PARKING LOT/GARAGE(NON.RESID.),41.974900545,-87.654968914
battery,2006,10,6,2,STREET,41.878584019,-87.746147308
battery,2003,4,21,21,ALLEY,41.903816961,-87.688279683
battery,2004,5,26,19,STREET,41.705997732,-87.620401453
criminal damage,2003,8,27,9,STREET,41.753476898,-87.650181015
battery,2003,2,28,17,STREET,41.696134383,-87.631059469
criminal damage,2001,6,10,17,RESIDENCE,41.785861979,-87.648737311
criminal damage,2001,8,8,18,STREET,41.96043604,-87.76188646
battery,2003,2,20,23,ALLEY,41.783646298,-87.689863258
theft,2009,11,10,24,RESIDENCE,41.928604109,-87.740970274
theft,2007,1,24,15,STREET,41.893990113,-87.702155577
battery,2008,8,31,13,SIDEWALK,42.004553221,-87.660849837
criminal damage,2017,6,14,9,GROCERY FOOD STORE,41.799462885,-87.596008257
theft,2012,3,4,10,RESIDENCE,41.993607631,-87.747121834
criminal damage,2014,12,30,22,RESIDENTIAL YARD (FRONT/BACK),41.713711069,-87.641801033
theft,2008,7,19,10,RESIDENCE,41.776931873,-87.670228224
theft,2015,1,12,11,STREET,41.812994991,-87.700471654
criminal damage,2015,11,20,15,CTA TRAIN,41.871489164,-87.627516791
theft,2001,2,27,23,RESIDENCE,41.851526189,-87.634486263
criminal damage,2006,2,23,22,STREET,41.742321317,-87.663234
theft,2005,10,9,1,RESIDENCE,41.758559577,-87.557303602
battery,2001,9,7,22,MOVIE HOUSE/THEATER,41.736175893,-87.629571891
battery,2011,7,11,19,STREET,41.813164917,-87.634620968
theft,2005,10,16,23,STREET,41.660574528,-87.634421212
battery,2006,5,11,19,SIDEWALK,41.892431414,-87.719884838
criminal damage,2014,9,30,11,STREET,41.92314315,-87.697370668
battery,2001,5,15,11,SIDEWALK,41.89151481,-87.750436195
theft,2002,4,6,22,APARTMENT,41.880991939,-87.704394994
battery,2015,6,11,18,RESIDENCE,41.780721561,-87.665459507
battery,2006,4,21,24,VEHICLE NON-COMMERCIAL,41.894096003,-87.724823647
criminal damage,2003,7,9,13,PARK PROPERTY,41.862871696,-87.713489726
criminal damage,2002,10,8,19,STREET,41.891369349,-87.747198158
theft,2002,11,7,15,APARTMENT,41.943903721,-87.77957115
criminal damage,2003,10,21,17,SMALL RETAIL STORE,41.749555118,-87.722782508
theft,2006,7,7,1,POLICE FACILITY/VEH PARKING LOT,41.766405407,-87.621716148
criminal damage,2006,6,8,20,GROCERY FOOD STORE,41.891791478,-87.620917415
criminal damage,2003,3,29,21,STREET,41.936926807,-87.809151992
theft,2002,11,30,19,RESIDENCE,41.772978112,-87.680907606
criminal damage,2004,6,29,14,PARK PROPERTY,41.79205606,-87.613750019
criminal damage,2004,4,23,18,DRUG STORE,41.879390115,-87.633389583
criminal damage,2009,7,12,15,OTHER,41.994567578,-87.65905678
theft,2016,7,3,15,SIDEWALK,41.820961613,-87.693041117
battery,2014,8,6,20,ALLEY,41.894169782,-87.721150046
criminal damage,2014,1,23,19,DRUG STORE,41.751613643,-87.575373855
battery,2002,12,29,15,STREET,41.979988518,-87.68931361
battery,2006,8,23,22,STREET,41.88281685,-87.766596053
criminal damage,2013,7,13,8,OTHER,41.97912164,-87.655056515
battery,2010,6,25,20,SIDEWALK,41.749000912,-87.561336192
theft,2001,10,20,3,STREET,41.816184872,-87.643454749
theft,2006,10,2,12,SIDEWALK,41.942257535,-87.729034018
criminal damage,2010,10,7,6,STREET,41.771057665,-87.685857655
criminal damage,2012,10,2,24,HOSPITAL BUILDING/GROUNDS,41.988630807,-87.812829371
theft,2006,8,19,17,PARKING LOT/GARAGE(NON.RESID.),41.875212095,-87.62601445
battery,2017,6,2,22,SIDEWALK,41.885390178,-87.706760951
battery,2002,11,11,11,CHA PARKING LOT/GROUNDS,41.865100146,-87.664593068
battery,2004,9,8,21,STREET,41.771611487,-87.647000925
criminal damage,2005,12,24,5,SIDEWALK,41.779451315,-87.6645781
theft,2006,5,22,22,CTA PLATFORM,41.961507817,-87.675064775
battery,2002,9,19,4,VEHICLE NON-COMMERCIAL,41.808083686,-87.660091568
battery,2009,7,25,21,SIDEWALK,41.888934476,-87.756266038
theft,2007,11,15,18,RESIDENCE,41.829651528,-87.614451899
criminal damage,2012,3,8,20,STREET,41.977117442,-87.68919911
theft,2009,10,20,24,STREET,41.787341133,-87.586620865
theft,2010,10,20,2,STREET,41.909312599,-87.651060555
theft,2005,1,1,3,RESIDENCE,41.777221469,-87.650794304
theft,2011,4,17,14,APARTMENT,41.793740584,-87.658903177
criminal damage,2005,9,17,14,GROCERY FOOD STORE,41.952908208,-87.787165602
battery,2007,7,17,21,STREET,41.845583336,-87.70750551
theft,2008,12,8,12,RESIDENCE,41.949948581,-87.655619529
criminal damage,2014,11,8,18,OTHER,41.779631054,-87.596180489
battery,2007,1,26,15,SIDEWALK,41.894118669,-87.722373609
criminal damage,2009,4,8,7,SIDEWALK,41.968827238,-87.673739181
battery,2001,7,7,20,STREET,41.879636171,-87.726822591
criminal damage,2009,3,10,18,RESIDENCE PORCH/HALLWAY,41.79286075,-87.754161902
battery,2004,10,16,11,STREET,41.735696551,-87.622586501
theft,2005,5,29,23,GOVERNMENT BUILDING/PROPERTY,41.865802306,-87.706867809
criminal damage,2016,8,16,14,STREET,41.890105525,-87.62031547
criminal damage,2001,5,17,4,RESIDENCE,41.773890839,-87.687020621
battery,2007,2,23,23,SIDEWALK,41.767626692,-87.659037463
