crime_type,year,month,day,hour,location,latitude,longitude
4,2001,4,5,10,RESIDENCE,41.712236188,-87.610396118
2,2009,10,7,19,HOTEL/MOTEL,41.895140898,-87.624255632
0,2016,10,23,22,STREET,41.715391354,-87.616400543
4,2007,5,16,19,DEPARTMENT STORE,41.90969226,-87.740707972
4,2008,6,1,21,OTHER,41.873828974,-87.692396234
3,2013,7,29,18,STREET,41.804213837,-87.668501896
4,2016,10,7,24,STREET,41.757614433,-87.586115266
2,2008,2,12,23,STREET,41.881307619,-87.676949835
0,2002,6,17,17,"SCHOOL, PUBLIC, BUILDING",41.809732486,-87.672288972
4,2004,10,22,24,COMMERCIAL / BUSINESS OFFICE,41.881787797,-87.63236091
0,2013,7,19,20,STREET,41.729843669,-87.662891098
4,2010,3,23,9,"SCHOOL, PUBLIC, BUILDING",41.803201891,-87.72198373
3,2005,4,28,3,STREET,41.887329923,-87.758072664
3,2001,5,7,3,STREET,41.765230432,-87.624756858
1,2002,8,16,22,SIDEWALK,41.90281662,-87.722647015
2,2002,4,5,10,STREET,41.917396919,-87.707392238
3,2006,7,18,12,OTHER,41.677141624,-87.640684521
0,2012,4,22,13,STREET,41.90603901,-87.674128735
0,2007,8,25,2,RESIDENCE,41.683950554,-87.619198828
1,2008,7,31,22,ALLEY,41.897224246,-87.638700803
1,2011,8,26,20,STREET,41.693511976,-87.641204594
2,2003,7,13,16,STREET,41.937231827,-87.746826163
4,2008,10,18,12,RESIDENCE,41.765389475,-87.583657122
1,2001,2,1,19,STREET,41.797546454,-87.670613539
3,2001,8,26,22,ALLEY,41.969828011,-87.725794933
1,2009,1,18,16,ALLEY,41.883493303,-87.756399465
4,2002,6,18,18,STREET,41.775543828000004,-87.633317379
1,2002,12,6,21,CTA PLATFORM,41.883376682,-87.627874384
3,2011,7,11,1,RESIDENCE PORCH/HALLWAY,41.877076214,-87.726384134
3,2006,4,29,24,STREET,41.732734999,-87.60715476
0,2004,5,12,3,RESIDENCE,41.94482036,-87.734744077
2,2004,10,14,17,SIDEWALK,41.910312648,-87.687806494
1,2004,9,30,11,SIDEWALK,41.859792907,-87.727424953
0,2002,5,20,1,APARTMENT,41.967070725,-87.72799429
2,2012,10,3,20,STREET,41.78517586,-87.618982288
3,2013,4,29,20,STREET,41.761400166,-87.596949979
4,2004,1,28,20,STREET,41.928195493,-87.722687986
1,2014,2,28,10,SIDEWALK,41.886695278,-87.765092786
3,2008,8,3,22,SIDEWALK,41.908064778,-87.63657011
0,2008,10,17,1,APARTMENT,41.733157789,-87.549944988
4,2011,11,27,5,SIDEWALK,41.940412833,-87.651052567
3,2005,2,4,2,STREET,41.76875955,-87.649659654
2,2016,6,9,19,SIDEWALK,41.868633172,-87.7434334
4,2003,2,17,7,STREET,41.698863183,-87.631212868
3,2008,1,27,13,RESIDENCE,41.728302617,-87.613209036
2,2015,10,22,22,STREET,41.782655024,-87.664299154
1,2014,3,14,15,STREET,41.791265806,-87.660872637
0,2001,6,6,18,RESIDENCE,41.7780645,-87.661593506
1,2007,7,11,23,SIDEWALK,41.744722115,-87.634139639
1,2003,8,4,19,SIDEWALK,41.902297963,-87.751179331
2,2004,3,12,20,STREET,41.677830552,-87.620503762
3,2008,9,2,20,GAS STATION,41.743867618,-87.702228253
4,2013,3,27,23,APARTMENT,41.884073173,-87.722080056
2,2006,8,14,5,SIDEWALK,41.880882072,-87.745292693
2,2002,2,6,21,STREET,41.809063425,-87.696677258
2,2001,5,19,1,STREET,41.751570173,-87.702596246
1,2009,7,15,4,ALLEY,41.736922044,-87.551419766
4,2004,8,13,15,DRUG STORE,41.706571719,-87.669966598
0,2005,8,25,18,RESIDENCE,41.951457564,-87.763109958
2,2006,1,6,20,STREET,41.881096854,-87.693087415
4,2006,4,11,6,RESIDENCE PORCH/HALLWAY,41.800412197,-87.602848322
1,2015,12,4,13,RESIDENCE PORCH/HALLWAY,41.796825435,-87.662230111
1,2009,6,23,21,CHA PARKING LOT/GROUNDS,41.904192368,-87.647000785
1,2007,10,30,19,SIDEWALK,41.884496442,-87.741590875
2,2005,9,27,17,HOTEL/MOTEL,41.892017399,-87.624165306
1,2005,6,16,14,STREET,42.011586215,-87.664547394
2,2015,1,18,22,STREET,42.009833371,-87.674154647
2,2017,1,21,22,SIDEWALK,41.870364073,-87.744897116
0,2007,12,10,20,STREET,41.787427644,-87.62187239
3,2006,8,5,7,STREET,41.931382998,-87.711202502
0,2008,5,1,12,STREET,41.766655655,-87.638388243
4,2003,11,27,5,AIRPORT/AIRCRAFT,41.976290414,-87.905227221
1,2015,9,6,13,ALLEY,41.870976217,-87.704037912
3,2004,2,21,21,STREET,41.764794803,-87.641535
0,2002,12,12,21,STREET,41.936048161,-87.750420431
0,2011,1,5,10,PARKING LOT/GARAGE(NON.RESID.),41.852854742,-87.631840032
2,2001,1,18,22,STREET,41.785581044,-87.616183774
0,2004,10,10,12,RESIDENCE,41.694957984,-87.623170672
2,2009,3,5,7,STREET,41.744544863,-87.64386309
0,2008,1,4,15,STREET,41.693909881,-87.612190453
2,2006,8,24,21,STREET,41.802405835,-87.664801588
0,2001,1,18,18,STREET,41.900308694,-87.697920542
0,2017,1,2,12,STREET,41.85472273,-87.710213449
3,2008,1,10,4,STREET,41.766417872,-87.654152881
2,2001,4,9,22,STREET,42.00650362,-87.670160132
2,2007,9,17,6,STREET,41.902688642,-87.724385748
2,2001,9,8,14,STREET,41.772857826,-87.701614215
2,2007,12,13,7,ALLEY,41.800851213,-87.665984032
2,2008,1,31,20,STREET,41.789560647,-87.664469371
0,2007,5,22,1,APARTMENT,41.750169673,-87.622972906
0,2001,7,27,20,RESIDENCE,41.773666908,-87.612925451
4,2005,3,22,20,VACANT LOT/LAND,41.807723603,-87.60597839
3,2013,11,14,17,SIDEWALK,41.766278817,-87.631024476
1,2010,9,14,11,SIDEWALK,41.897501146,-87.771028224
2,2007,8,24,21,RESTAURANT,41.807196856,-87.740699871
4,2013,7,7,8,STREET,41.949232201,-87.710337876
1,2001,4,20,22,STREET,41.899873491,-87.748222363
0,2006,12,22,7,RESIDENCE,41.68395019,-87.619140257
0,2010,7,23,8,RESIDENCE,41.782573361,-87.669143476
2,2011,3,2,21,STREET,41.755633717,-87.644173224
1,2014,6,20,18,SIDEWALK,41.705731945,-87.536493726
2,2003,10,6,21,SIDEWALK,41.953962409,-87.654529255
0,2005,2,16,16,RESIDENCE,41.719611713,-87.575288506
2,2014,8,13,12,STREET,41.757723318,-87.644828912
3,2004,8,5,13,STREET,41.946416127,-87.661578808
3,2009,6,4,22,RESIDENCE,41.894005182,-87.75178354
4,2015,6,16,15,DEPARTMENT STORE,41.946648722,-87.702084879
3,2016,8,13,1,CHA APARTMENT,41.703866931,-87.564454408
3,2011,1,29,22,STREET,41.708487135,-87.620007718
0,2006,2,11,21,APARTMENT,41.96363198,-87.652966902
2,2006,6,3,21,STREET,41.870677616,-87.710679011
1,2005,2,7,12,SIDEWALK,41.781711555,-87.609612588
2,2005,11,20,2,STREET,41.903411736,-87.628667741
2,2012,3,26,6,STREET,41.921043286,-87.746221174
3,2002,4,6,16,ALLEY,41.879483871,-87.681492473
2,2008,3,5,20,SIDEWALK,41.762742518,-87.644350072
2,2005,1,18,23,STREET,41.917525913,-87.692962244
0,2001,7,4,20,RESIDENCE,41.869667265,-87.715674709
4,2014,8,3,14,RESTAURANT,41.920450437,-87.648590301
1,2004,5,20,6,RESIDENCE,41.878521632,-87.751141808
0,2006,10,31,12,STREET,41.872457773,-87.733723414
1,2009,4,15,22,SIDEWALK,41.906995173,-87.72765477
0,2009,1,1,12,RESIDENCE PORCH/HALLWAY,41.740350147,-87.555126561
0,2008,11,17,12,RESTAURANT,41.886530422,-87.744355834
1,2003,10,3,14,STREET,41.756655606,-87.562688485
3,2010,12,7,19,ALLEY,41.671549369,-87.627271245
1,2016,11,18,16,SIDEWALK,41.873528469,-87.696092983
1,2007,1,25,10,SIDEWALK,41.780266111,-87.614109162
2,2004,6,23,23,STREET,41.910121142,-87.70623627
1,2008,3,31,15,CHA PARKING LOT/GROUNDS,41.899174859,-87.640883571
4,2009,11,29,10,RESIDENCE,41.685357148,-87.619439543
2,2006,7,19,21,SIDEWALK,41.946406221,-87.64462202
1,2008,1,30,18,SIDEWALK,41.965489855,-87.650663724
1,2003,4,24,22,GROCERY FOOD STORE,41.86630331,-87.714238568
1,2011,11,25,18,ALLEY,41.909613031,-87.747192939
1,2003,5,1,18,STREET,41.689143038,-87.670065135
1,2010,3,29,21,SIDEWALK,41.934636875,-87.681386898
1,2006,11,5,24,ALLEY,41.781165519,-87.614432757
4,2006,5,17,13,OTHER,41.738277932,-87.55752218
2,2009,4,9,19,STREET,41.906931088,-87.726432056
3,2006,11,4,16,SIDEWALK,41.706859194,-87.613756011
4,2003,6,8,14,STREET,41.935571067,-87.766393859
3,2013,7,25,3,PARKING LOT/GARAGE(NON.RESID.),41.794709681,-87.621663508
2,2001,12,9,12,STREET,41.74312147,-87.653687576
0,2003,7,10,13,STREET,41.860911204,-87.695744714
3,2006,9,5,3,SIDEWALK,41.868978047,-87.721236259
0,2010,5,7,7,RESIDENCE,41.955634374,-87.715911491
1,2006,11,18,10,SIDEWALK,41.870829089,-87.716372136
4,2010,11,21,5,RESIDENCE,41.91479269,-87.670243339
1,2003,11,20,19,SIDEWALK,41.881042978,-87.69970149
2,2014,8,7,4,STREET,41.807166003,-87.735803472
0,2004,9,12,16,RESIDENCE,41.936457896,-87.683121481
3,2014,1,11,19,ALLEY,41.804055179,-87.607820743
3,2009,2,1,22,SIDEWALK,41.774348958,-87.740947361
3,2017,2,1,2,STREET,41.907044458,-87.724002707
0,2009,12,9,24,STREET,41.8264818,-87.624147891
2,2007,8,19,12,STREET,41.939968869,-87.650230307
2,2002,3,27,20,STREET,41.880575249,-87.738469028
0,2008,5,17,7,RESIDENCE,41.894882654,-87.627773486
4,2001,1,30,23,STREET,41.986080354,-87.715220152
2,2006,4,19,22,STREET,41.890796157,-87.633099802
0,2017,2,9,19,STREET,41.9756733,-87.775000599
0,2007,3,16,13,STREET,41.991309019,-87.704284946
4,2013,1,22,14,APARTMENT,41.764489881,-87.63830165
1,2010,7,3,17,RESIDENCE,41.766124661,-87.662634466
3,2005,4,16,3,SIDEWALK,41.917451044,-87.755954089
2,2001,12,4,2,STREET,41.910753829,-87.666563534
3,2008,6,18,21,RESIDENCE,41.789001391,-87.638671315
1,2017,1,24,14,SIDEWALK,41.88023516,-87.765616381
0,2001,6,10,19,SIDEWALK,41.767694779,-87.620316276
2,2002,6,20,23,STREET,41.729126787,-87.604641957
4,2011,11,22,20,RESIDENCE PORCH/HALLWAY,41.761143995,-87.616763824
3,2001,12,8,23,CHA HALLWAY/STAIRWELL/ELEVATOR,41.842698274,-87.618933678
1,2014,4,7,18,RESIDENCE,41.878827643,-87.729099546
2,2003,4,3,13,STREET,41.974285834,-87.657759302
1,2009,7,26,22,STREET,41.751629666,-87.585777893
1,2002,12,22,21,SIDEWALK,41.856998973,-87.705404667
2,2003,10,25,12,STREET,41.804998168,-87.619481024
0,2007,5,5,12,OTHER,41.738693288,-87.653415499
0,2013,1,24,13,RESIDENCE,41.732718021,-87.621989185
4,2002,9,28,20,GROCERY FOOD STORE,41.766102387,-87.573539169
0,2007,9,26,19,STREET,42.003032251,-87.810390458
4,2005,12,5,16,DEPARTMENT STORE,41.929028876,-87.674384528
4,2017,7,16,16,APARTMENT,41.78937832,-87.665677679
2,2010,3,17,20,STREET,41.7935445,-87.619193743
1,2013,7,19,24,ALLEY,41.898662924999996,-87.747076369
3,2012,9,6,22,CTA TRAIN,41.947252263,-87.65350869
4,2017,4,2,17,STREET,41.963231352,-87.770564629
0,2016,2,25,18,CTA PLATFORM,41.877850233,-87.629290122
0,2008,9,17,7,RESIDENCE-GARAGE,41.979874184,-87.666405629
1,2002,3,2,13,STREET,41.721571097,-87.635042693
0,2013,3,12,12,STREET,41.979115715,-87.816875196
3,2010,1,28,19,SIDEWALK,41.918511914,-87.690163597
1,2004,7,8,13,STREET,41.860338817,-87.707934323999993
1,2005,6,18,23,STREET,41.776437246,-87.594556292
4,2010,2,21,21,STREET,41.748707187,-87.612435017
3,2008,8,25,12,SIDEWALK,41.790639429,-87.598056545
1,2003,9,23,16,STREET,41.876889551,-87.690074383
1,2009,6,30,20,STREET,41.7804509,-87.682371751
4,2005,9,3,12,BAR OR TAVERN,41.946159169,-87.655678044
3,2005,11,22,18,CTA TRAIN,41.830954079,-87.630703226
4,2005,4,24,2,STREET,41.730142033,-87.589203357
3,2005,3,6,3,SIDEWALK,41.876857632,-87.709660658
2,2005,6,2,19,RESIDENCE,41.840380478,-87.636082817
4,2012,9,10,14,SMALL RETAIL STORE,41.692742497,-87.612899161
1,2014,7,26,19,VEHICLE NON-COMMERCIAL,41.784909185,-87.609697627
1,2001,2,22,12,RESIDENCE PORCH/HALLWAY,41.827293388,-87.622256703
2,2002,7,23,7,STREET,41.911053293,-87.671365832
1,2002,10,22,22,RESIDENCE,41.79579962,-87.634252191
2,2005,6,30,1,STREET,41.744544863,-87.64386309
4,2009,9,2,20,STREET,41.890057354,-87.650314277
1,2011,7,8,13,ALLEY,41.775557273,-87.687623465
4,2015,11,6,21,SIDEWALK,41.908452786,-87.765880756
0,2002,1,31,8,RESIDENCE-GARAGE,41.715989476,-87.59942448
1,2004,3,31,24,"SCHOOL, PUBLIC, BUILDING",41.774324447,-87.708854943
0,2004,12,17,12,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,41.895455947,-87.716880786
0,2004,5,15,19,RESIDENCE,41.956272914,-87.64574741
2,2004,4,16,7,STREET,41.88111644,-87.691188718
2,2003,11,23,20,STREET,41.819740135,-87.619878618
2,2011,10,11,9,STREET,41.802062898,-87.618776412
4,2004,10,16,1,STREET,41.72580015,-87.598096627
3,2004,2,8,4,STREET,41.706428157,-87.646464144
3,2008,4,20,22,SIDEWALK,41.910772744,-87.745903829
0,2012,6,23,22,STREET,41.909857246,-87.746114281
3,2011,7,21,1,SIDEWALK,41.940691313,-87.651273807
4,2002,7,16,21,VEHICLE NON-COMMERCIAL,41.889453169,-87.627994833
1,2009,8,16,1,STREET,41.963898045,-87.71200038
3,2016,12,7,24,STREET,41.860003433,-87.733549773
2,2002,8,30,22,STREET,41.934102941,-87.678702098
1,2010,9,8,19,STREET,41.875471531,-87.709108672
0,2001,4,29,3,STREET,41.801370947,-87.653992953
2,2015,3,18,23,HOTEL/MOTEL,41.892605313,-87.619839586
2,2006,11,14,8,STREET,41.809264027,-87.691793105
2,2006,2,28,22,STREET,41.880539254,-87.741594337
2,2012,2,23,19,STREET,41.791359128,-87.660875329
3,2011,6,3,22,APARTMENT,41.781246706,-87.591377284
1,2011,9,19,15,ABANDONED BUILDING,41.795069678,-87.667045167
0,2013,2,9,6,RESIDENCE,41.797141072,-87.66223782
4,2011,5,6,8,STREET,41.922025604,-87.674860785
3,2014,5,29,21,STREET,41.878363655,-87.763415059
1,2006,8,29,21,SIDEWALK,41.800945833,-87.658691928
4,2002,10,1,8,BANK,41.909860018,-87.728149368
3,2011,7,9,12,STREET,41.877381275,-87.735362813
0,2004,2,4,13,RESIDENCE,41.852118283,-87.679579111
0,2010,10,9,19,RESIDENTIAL YARD (FRONT/BACK),41.877368111,-87.701636183
2,2011,5,21,8,STREET,41.880575249,-87.738469028
3,2004,2,22,6,CHA HALLWAY/STAIRWELL/ELEVATOR,41.900768924,-87.643107045
0,2010,10,4,20,RESIDENCE,41.745907069,-87.662112043
1,2009,9,3,17,STREET,41.82940799,-87.674034926
0,2004,5,20,23,RESIDENCE,41.874964108,-87.746099664
3,2009,3,4,5,HOTEL/MOTEL,41.744544863,-87.64386309
0,2008,7,18,22,RESIDENCE,41.74095603,-87.652266736
2,2004,8,3,23,STREET,41.9173098,-87.71460927
0,2015,8,3,2,STREET,41.89706158,-87.675862927
0,2010,7,26,1,ALLEY,41.819041601,-87.637077414
4,2007,7,12,17,STREET,41.823536688,-87.616989442
2,2011,7,13,20,STREET,41.802573268,-87.664807183
0,2008,8,18,9,RESIDENCE-GARAGE,41.77284986,-87.693233889
1,2012,12,17,9,"SCHOOL, PUBLIC, GROUNDS",41.989243623,-87.665119726
3,2008,12,22,19,ALLEY,41.778626828,-87.671479301
0,2008,12,21,3,STREET,41.726418324,-87.643346246
0,2016,11,22,20,STREET,41.932029777,-87.708013605
4,2013,1,9,2,DRIVEWAY - RESIDENTIAL,41.911824455,-87.715698291
2,2012,10,4,20,STREET,41.861561287,-87.725033099
2,2012,9,5,8,STREET,41.878360159,-87.737846973
4,2011,7,29,18,APARTMENT,41.867652634,-87.704485374
0,2003,10,22,17,RESTAURANT,41.852156166,-87.67707912
2,2011,9,29,21,STREET,41.799911401,-87.742952841
0,2003,8,4,23,PARKING LOT/GARAGE(NON.RESID.),41.923802451,-87.777338138
1,2004,12,10,20,STREET,41.729800348,-87.659239022
2,2006,10,25,18,STREET,41.788638889,-87.645011568
3,2003,12,19,15,SIDEWALK,41.896457466,-87.716345912
2,2014,12,28,12,STREET,41.882203091,-87.740157838
1,2010,7,3,23,STREET,41.971176287,-87.690185657
4,2011,2,5,20,RESIDENTIAL YARD (FRONT/BACK),41.837868334,-87.7231548
1,2002,12,30,21,SIDEWALK,41.896882576,-87.686869229
1,2007,7,13,14,SIDEWALK,41.89254873,-87.722329806
3,2010,7,2,23,SIDEWALK,41.764682386,-87.663785792
4,2002,3,14,6,RESIDENCE,41.686177768,-87.66840053
2,2003,9,8,11,STREET,41.917234188,-87.720981103
0,2009,8,14,21,STREET,41.729921461000004,-87.602727947
1,2005,12,3,1,STREET,41.799194568,-87.652574625
0,2016,10,11,10,STREET,41.994123845,-87.687843134
3,2002,1,31,21,SIDEWALK,41.766154105,-87.66627775
1,2014,7,10,15,ALLEY,41.965392989,-87.657948863
1,2005,7,16,11,CTA PLATFORM,41.769185486,-87.625732415
4,2014,8,31,1,SIDEWALK,41.872216247,-87.664166419
4,2014,5,14,24,STREET,41.928561457,-87.764556018
0,2010,11,10,21,PARKING LOT/GARAGE(NON.RESID.),41.97594746,-87.841544415
3,2009,5,19,18,SIDEWALK,41.775519362,-87.654390481
2,2005,4,13,20,STREET,41.851744241,-87.707008673
2,2003,11,27,6,STREET,41.903400522,-87.62997193
3,2010,8,4,22,SIDEWALK,41.773081899,-87.588747571
1,2004,1,15,24,STREET,41.865608086,-87.730050072
4,2005,9,5,21,STREET,41.838889018,-87.656506384
0,2012,3,23,20,SIDEWALK,41.899747997,-87.686946852
0,2008,7,14,15,RESIDENCE,41.869235259,-87.696866247
1,2004,11,4,21,APARTMENT,41.744035687,-87.544254005
3,2011,10,12,23,SIDEWALK,41.866245149,-87.719764438
3,2004,9,25,18,STREET,41.738744511,-87.551456283
2,2001,2,26,3,STREET,41.778945618,-87.703284972
2,2001,8,14,3,STREET,41.958482584,-87.653216539
1,2015,3,28,1,ALLEY,41.741826583,-87.560004092
4,2013,6,19,24,"SCHOOL, PUBLIC, BUILDING",41.752151511,-87.618179506
4,2010,11,11,10,SMALL RETAIL STORE,42.018311737,-87.675866628
1,2016,2,28,12,APARTMENT,41.875232942,-87.6276188
3,2001,3,31,2,GAS STATION,41.772096956,-87.66416693
4,2003,8,17,15,RESIDENCE,41.905994267,-87.678298702
0,2008,4,26,15,RESIDENCE-GARAGE,41.868780233,-87.627458476
3,2006,6,5,16,OTHER,41.869142521,-87.695978672
2,2006,12,26,23,STREET,41.881217731,-87.682855581
0,2004,1,10,3,DEPARTMENT STORE,41.921419971,-87.69493324
0,2008,4,14,9,ALLEY,41.805616237,-87.719807757
0,2004,2,26,19,RESIDENCE,41.868233931,-87.704898219
2,2009,3,19,6,STREET,41.879392195,-87.737885128
1,2012,3,6,10,SIDEWALK,41.751704315,-87.664682949
4,2013,6,21,22,RESIDENCE,41.817928209,-87.633593362
0,2004,7,24,19,STREET,41.87383272,-87.692084099
0,2015,7,19,20,RESTAURANT,41.918589468,-87.690291419
4,2015,7,10,2,RESIDENTIAL YARD (FRONT/BACK),41.682218834,-87.674316901
3,2006,10,30,20,SIDEWALK,41.911775572,-87.756967805
1,2012,7,25,22,STREET,41.90553162,-87.733763027
2,2006,11,2,22,STREET,41.88111644,-87.691188718
3,2015,12,22,17,PAWN SHOP,41.81438367,-87.723828962
0,2010,9,7,24,STREET,41.70364851,-87.532868418
0,2007,11,6,18,SMALL RETAIL STORE,41.924508458,-87.72498305
2,2008,9,25,11,SIDEWALK,41.810160981,-87.619614446
3,2016,11,20,13,SIDEWALK,41.718086591,-87.599495854
0,2002,3,17,2,STREET,41.769339881,-87.674778651
1,2007,3,14,20,OTHER,41.878527089,-87.750594629
4,2010,3,8,2,OTHER,41.758189864,-87.562717776
3,2005,10,9,17,OTHER,41.783890879,-87.615355627
2,2016,5,5,14,STREET,41.694285511,-87.623152439
0,2016,8,15,18,VEHICLE NON-COMMERCIAL,41.805897694,-87.606259461
0,2004,9,15,16,ALLEY,41.787390101,-87.687523074
4,2002,4,1,10,RESIDENCE,41.751202373,-87.554097638
3,2012,12,14,16,SIDEWALK,41.810509719,-87.607821275
3,2009,11,19,19,SIDEWALK,42.010256965,-87.670989524
2,2017,4,19,20,STREET,41.879148115,-87.740567984
1,2016,1,4,17,STREET,41.879465206,-87.748353493
0,2015,6,11,17,STREET,41.686352576,-87.65557407
1,2003,3,6,20,STREET,41.895944039,-87.746667821
0,2012,9,24,16,PARKING LOT/GARAGE(NON.RESID.),41.966832673,-87.76131083
2,2008,4,18,7,STREET,41.880935999,-87.709231753
2,2004,1,26,20,STREET,41.755289122,-87.556195869
1,2003,5,6,22,SIDEWALK,41.762124265,-87.681849603
2,2009,6,14,21,STREET,41.799441242,-87.741713879
2,2013,6,16,1,SIDEWALK,42.008943202,-87.676364174
0,2014,10,23,21,STREET,41.888892069,-87.761503549
3,2013,10,17,17,SIDEWALK,41.742870426,-87.678508257
4,2010,7,27,13,SMALL RETAIL STORE,41.681988948,-87.662568066
2,2005,11,6,4,STREET,41.908454779,-87.651249701
2,2006,1,5,23,STREET,41.903890971,-87.632089801
4,2009,9,28,8,APARTMENT,41.911718572,-87.72568499
0,2007,5,25,22,STREET,41.893847005,-87.770711352
4,2009,4,25,20,PARKING LOT/GARAGE(NON.RESID.),41.779816351,-87.640504643
2,2009,6,24,21,STREET,41.797949772,-87.619306201
2,2004,7,22,19,STREET,41.805239693,-87.619485678
3,2001,8,8,19,RESIDENCE,41.815338321,-87.701915942
3,2009,4,16,24,APARTMENT,42.014950962,-87.668865392
4,2003,1,2,17,STREET,41.940244495,-87.673905188
2,2007,3,20,8,STREET,41.790716455,-87.615880848
3,2016,9,2,22,STREET,41.820109279,-87.695217788
1,2008,8,20,14,SIDEWALK,41.865253059,-87.728812529
2,2001,3,23,6,STREET,41.869430223,-87.744740464
3,2002,6,15,14,SIDEWALK,41.918855462,-87.738095267
4,2001,5,4,13,STREET,41.983884522,-87.655344344
4,2006,2,13,24,RESIDENCE,41.98354723,-87.805330798
0,2015,9,24,11,STREET,41.691014016,-87.667578189
1,2001,1,23,23,CHA PARKING LOT/GROUNDS,41.863458149,-87.663020576
0,2016,10,6,21,RESIDENCE,41.736231378,-87.592983802
0,2001,10,27,14,STREET,41.809734811,-87.598164673
1,2015,9,11,20,RESIDENCE,41.890773975,-87.723507295
4,2013,4,20,15,APARTMENT,41.919255128,-87.704445631
1,2005,8,14,15,STREET,41.70953478,-87.619897253
3,2005,11,9,4,SIDEWALK,41.873957789,-87.625984219
2,2004,2,11,7,STREET,41.880743391,-87.724472972
4,2011,8,5,20,STREET,41.91466597,-87.684084881
0,2012,11,10,19,CHA APARTMENT,41.655145413,-87.605117857
1,2001,3,29,7,STREET,41.896764683,-87.71377182
1,2006,6,16,10,SIDEWALK,41.922486131,-87.707147749
1,2006,5,9,22,CTA PLATFORM,41.83097188,-87.629128911
4,2001,12,27,16,GROCERY FOOD STORE,41.751001727,-87.627958744
3,2006,7,29,1,STREET,41.682598217,-87.657886849
4,2013,3,25,13,RESIDENCE,41.858443981,-87.712754265
1,2009,4,26,3,STREET,41.808558615,-87.713257969
2,2012,12,19,19,STREET,41.88088826,-87.740092884
1,2009,2,3,21,CHA PARKING LOT/GROUNDS,41.897681751,-87.639933678
0,2002,7,23,22,STREET,41.792873259,-87.673052634
2,2003,2,26,13,STREET,41.893490223,-87.631175183
3,2016,2,24,3,SIDEWALK,41.913037512,-87.687290399
0,2001,10,4,10,RESIDENCE,41.742423411,-87.567164155
4,2004,3,12,9,PARKING LOT/GARAGE(NON.RESID.),41.754592961,-87.741528537
3,2004,5,8,21,SIDEWALK,41.847600182,-87.729514605
4,2013,12,17,10,APARTMENT,41.818784567,-87.633617057
1,2014,8,29,11,ALLEY,41.867542114,-87.719564796
2,2007,3,20,21,STREET,41.788290299,-87.64500063
0,2005,11,8,6,STREET,41.702776898,-87.56150852
3,2015,12,26,16,ALLEY,41.825801238,-87.606155381
3,2003,10,30,18,STREET,41.771850282,-87.673711855
1,2005,2,21,15,SIDEWALK,41.871988001,-87.694441365
3,2005,5,19,5,GROCERY FOOD STORE,41.888092864,-87.755348129
2,2007,12,24,8,STREET,41.881394142,-87.703674977
2,2008,11,27,1,SIDEWALK,41.806627559,-87.74312593
1,2013,3,20,13,RESIDENCE,41.671989656,-87.633298499
2,2007,11,7,5,STREET,41.880462562,-87.710991631
0,2003,8,9,1,RESIDENCE,41.91321158,-87.69584904
4,2009,11,29,12,STREET,41.948104555,-87.799734416
1,2005,2,4,2,VEHICLE-COMMERCIAL,41.794325918,-87.706027781
0,2008,7,14,13,STREET,41.871342755,-87.727807882
4,2012,6,25,16,STREET,41.714917052,-87.559770032
2,2003,12,2,6,STREET,41.809027523,-87.699116854
1,2010,9,24,24,SIDEWALK,41.89827066,-87.715186113
0,2001,8,11,15,SIDEWALK,41.912000057,-87.71061189
4,2011,6,22,16,STREET,41.935541253,-87.643147538
3,2015,6,4,20,APARTMENT,41.749339329,-87.612149433
1,2002,12,7,23,STREET,41.829451246,-87.685009044
0,2001,4,22,4,RESIDENCE,41.774135652,-87.700432209
0,2001,4,22,4,RESTAURANT,41.879615506,-87.624500739
3,2006,6,18,20,OTHER,41.823842969,-87.616376996
4,2001,3,9,16,STREET,41.894748145,-87.659288685
2,2006,1,25,10,STREET,41.795268201,-87.619240618
3,2008,4,9,16,SIDEWALK,41.757207486,-87.664827408
0,2005,6,27,22,VEHICLE NON-COMMERCIAL,41.918342887,-87.707750422
1,2001,3,16,24,RESIDENCE,41.783887406,-87.632570311
1,2007,11,7,20,STREET,41.750150526,-87.646452666
1,2007,10,12,4,SIDEWALK,41.877613062,-87.647233851
4,2005,9,14,11,STREET,41.876331062,-87.757543419
4,2005,9,12,12,BANK,41.874271066,-87.657499107
1,2007,5,24,21,STREET,41.914272155,-87.746004007
0,2007,5,23,13,RESIDENCE,41.840557957,-87.652863008
1,2012,10,2,1,STREET,41.786541131,-87.722981726
3,2014,9,1,23,STREET,41.750288779,-87.66101097
2,2015,11,17,23,STREET,41.870014994,-87.738926756
1,2012,2,19,14,SIDEWALK,41.883656549,-87.749064412
3,2006,3,3,18,SIDEWALK,41.83242094,-87.619363538
4,2015,11,14,23,RESIDENTIAL YARD (FRONT/BACK),41.95961039,-87.680143378
2,2011,1,8,20,HOTEL/MOTEL,41.892694698,-87.626750816
0,2015,2,14,1,HOTEL/MOTEL,41.899250923,-87.62145895
3,2003,1,1,10,GROCERY FOOD STORE,41.755633717,-87.644173224
3,2004,6,5,5,SIDEWALK,41.821592114,-87.618489619
0,2016,4,12,22,STREET,41.837884033,-87.709727293
4,2013,9,17,24,RESIDENTIAL YARD (FRONT/BACK),41.918714489,-87.708966662
4,2016,7,5,8,APARTMENT,41.750059737,-87.702402145
