delayed,month,day,weekday,arr_hour,dep_hour,origin,dest,distance,carrier
0,8,5,7,23,20,DFW,CLE,1021,MQ
60,8,1,3,7,1,ANC,PHX,2551,US
0,5,16,3,16,15,MSN,MSP,228,NW
0,12,21,5,16,16,PHX,SNA,338,YV
0,5,18,5,13,12,SFO,MFR,329,OO
0,10,27,6,10,9,SMF,BUR,358,WN
0,9,10,1,20,19,CLE,DCA,310,XE
15,4,29,7,22,21,DTW,BUF,240,NW
0,3,22,4,9,9,ATL,MSY,425,DL
0,6,6,3,21,17,ORD,LGA,733,AA
0,12,28,5,9,8,TWF,SLC,175,OO
15,7,20,5,13,12,TPA,PBI,174,WN
15,8,26,7,16,15,ASE,DEN,125,YV
45,12,20,4,16,13,IAH,SLC,1195,OO
105,3,17,6,11,9,BOS,DEN,1754,UA
15,9,30,7,0,16,LAS,BDL,2298,WN
0,3,24,6,22,16,LAX,MDW,1750,WN
0,12,29,6,18,17,GRR,DTW,120,NW
15,11,27,2,10,7,ORD,PHL,678,US
60,6,5,2,8,6,DSM,DTW,534,9E
0,8,13,1,20,12,LAX,ATL,1946,DL
0,3,16,5,22,20,CVG,TUL,646,OH
0,11,19,1,18,16,PSP,PHX,261,YV
15,5,13,7,18,15,SEA,FAI,1533,AS
0,8,8,3,19,18,DAY,BWI,406,FL
45,4,21,6,16,14,GRR,IAH,1042,XE
15,5,12,6,13,11,MCO,SJU,1189,DL
0,5,3,4,17,16,OAK,PDX,543,WN
0,9,30,7,16,14,CRP,DFW,354,MQ
15,12,29,6,19,17,MSP,PHX,1276,NW
15,10,5,5,14,13,OAK,RNO,180,WN
45,10,14,7,23,22,OME,ANC,539,AS
15,8,31,5,11,6,IAH,LGA,1416,CO
0,8,9,4,18,17,OAK,RNO,180,WN
30,9,27,4,22,19,BOS,ATL,946,FL
0,11,8,4,13,11,LAS,OAK,407,US
15,3,18,7,20,19,SFO,SNA,372,UA
0,12,13,4,15,8,SFO,DTW,2079,NW
0,6,20,3,15,13,MCI,SLC,919,OO
0,8,20,1,21,20,TPA,FLL,197,WN
0,5,1,2,12,11,PHL,PIT,267,WN
0,7,19,4,12,9,ORD,LAX,1745,AA
15,4,26,4,18,10,LAX,CLE,2053,CO
30,6,13,3,23,14,SFO,JFK,2586,B6
0,3,18,7,10,7,ATL,SFO,2139,UA
0,1,22,1,17,17,ATL,JAN,341,DL
105,2,17,6,9,7,IND,TPA,838,NW
0,7,4,3,13,10,JFK,IAH,1417,CO
0,3,21,3,10,7,ORD,BTV,763,OO
0,8,11,6,15,13,ATL,GSO,306,EV
0,11,1,4,19,19,HNL,ITO,216,AQ
0,7,9,1,12,11,DEN,SLC,391,WN
15,7,21,6,15,13,PBI,CLT,590,US
15,2,15,4,12,11,MSO,SLC,436,OO
120,8,14,2,11,10,SYR,ORD,607,MQ
0,11,16,5,18,17,DFW,MCI,460,AA
45,8,19,7,16,9,LAS,PHL,2176,US
15,4,29,7,20,17,SAT,MDW,1036,WN
0,6,18,1,17,16,SEA,GEG,224,WN
0,11,27,2,14,12,JFK,BWI,184,OH
0,3,14,3,12,11,SAN,PHX,304,YV
0,7,19,4,17,13,DFW,ORF,1213,AA
15,12,10,1,16,15,CLE,BUF,192,XE
0,3,12,1,19,14,DEN,IND,977,F9
0,6,25,1,9,6,DEN,STL,770,F9
0,10,18,4,19,18,LEX,DFW,785,MQ
0,10,17,3,14,13,ABQ,DEN,349,UA
90,12,22,6,13,12,XNA,MEM,258,9E
0,11,29,4,20,18,ORD,DSM,299,YV
15,5,16,3,6,22,LAS,IAD,2066,US
60,9,18,2,10,9,DFW,SNA,1205,AA
15,12,9,7,9,8,ORD,DEN,888,UA
105,3,22,4,22,20,ORD,TOL,214,MQ
15,6,21,4,14,11,LAS,SEA,866,AS
15,3,16,5,14,10,SLC,IAH,1195,EV
0,12,28,5,23,17,SLC,IAD,1827,DL
0,1,19,5,22,21,LAX,SAN,109,MQ
0,12,14,5,12,10,DEN,MSO,679,OO
0,12,7,5,18,17,CLT,BNA,329,US
0,3,15,4,12,8,DFW,RIC,1158,AA
0,9,15,6,12,11,HOU,HRL,276,WN
30,1,26,5,14,12,LAX,SFO,337,AA
0,4,21,6,11,9,ORD,MDT,594,YV
15,1,18,4,21,18,MSP,DTW,528,NW
15,9,21,5,19,17,PHX,ABQ,328,WN
0,8,7,2,23,21,ORD,IND,177,MQ
0,7,7,6,10,9,SFO,BUR,326,UA
0,12,7,5,14,14,KOA,HNL,163,AQ
105,10,25,4,16,12,ORD,EWR,719,CO
0,8,21,2,21,19,DTW,LAX,1979,NW
0,11,20,2,20,19,HOU,SAT,192,WN
30,1,1,1,15,14,CLT,PHL,448,US
0,6,25,1,8,6,FLL,CLT,631,US
0,9,19,3,14,9,LAS,DFW,1055,US
0,9,19,3,20,18,GPT,ATL,352,EV
0,1,8,1,22,21,SJC,ONT,333,WN
15,12,26,3,15,14,MCO,GSP,449,OH
0,7,20,5,13,12,GRB,ORD,174,MQ
0,11,8,4,10,9,DEN,LAS,629,F9
30,12,3,1,14,11,IND,RSW,946,9E
30,3,11,7,14,13,CLT,JAX,329,US
0,9,2,7,15,9,ANC,SLC,2125,DL
105,8,16,4,18,16,HPN,ORD,738,MQ
60,11,20,2,13,12,DCA,LGA,214,US
0,9,8,6,8,6,SGF,DFW,364,MQ
0,7,1,7,11,9,DCA,IAH,1208,CO
0,2,26,1,9,9,CVG,GRB,416,OH
15,2,14,3,20,19,DFW,LFT,351,MQ
0,4,16,1,23,15,SNA,EWR,2433,CO
15,8,8,3,20,18,PHL,RIC,198,US
0,6,17,7,5,1,FAI,SEA,1533,AS
0,1,25,4,9,6,BUR,PHX,369,US
0,9,6,4,22,20,LAX,ABQ,677,OO
0,8,24,5,23,21,IAH,SFO,1635,CO
165,8,6,1,17,14,MCO,EWR,938,B6
0,5,9,3,10,9,DCA,BOS,399,OH
0,1,6,6,9,6,LAX,SEA,954,AS
0,8,15,3,18,17,DAL,SAT,248,WN
0,9,12,3,18,17,ELP,LAS,584,WN
15,7,5,4,13,10,MDW,BWI,611,WN
75,1,18,4,19,17,RDU,EWR,416,MQ
0,11,12,1,22,19,PBI,EWR,1024,CO
0,3,15,4,8,6,MKE,DTW,238,NW
0,1,15,1,10,9,CVG,DFW,812,EV
0,9,23,7,9,8,SAT,HRL,233,WN
90,1,30,2,14,12,CHS,ORD,760,OO
45,2,6,2,23,22,ORD,MLI,139,OO
0,1,12,5,15,12,RSW,BOS,1249,DL
45,6,15,5,14,13,MSP,SEA,1399,NW
180,3,29,4,16,15,SFO,LAS,414,UA
0,6,28,4,9,8,DTW,HSV,554,9E
60,6,22,5,23,21,JFK,CMH,483,B6
0,2,20,2,17,13,MSY,LGA,1183,AA
0,1,10,3,6,22,SFO,CLT,2296,US
0,11,24,6,16,8,SNA,ATL,1919,DL
30,10,1,1,15,14,GSP,ATL,153,DL
0,11,23,5,13,10,JFK,TPA,1005,B6
15,5,2,3,11,10,DFW,DEN,641,AA
0,9,23,7,10,6,DFW,PHL,1302,AA
0,10,11,4,15,13,DEN,LAX,862,XE
0,4,26,4,9,7,FLL,LGB,2327,B6
90,6,27,3,15,13,BOS,DCA,399,US
0,4,4,3,22,20,BWI,LAS,2106,US
0,1,24,3,10,8,RDU,MIA,700,AA
0,7,19,4,14,13,SLC,BTM,357,OO
135,7,27,5,19,19,COS,DEN,72,OO
30,10,27,6,16,15,TPA,FLL,197,WN
15,12,28,5,11,9,OAK,SEA,671,WN
15,10,27,6,13,11,JFK,MSP,1028,NW
15,3,7,3,11,8,ORD,MCO,1005,UA
0,6,17,7,17,16,ONT,LAS,197,WN
15,11,26,1,16,15,ATL,RSW,515,DL
30,6,18,1,16,14,MOB,ATL,302,EV
15,7,23,1,13,11,TUS,LAX,451,WN
60,2,6,2,13,10,ORD,BWI,622,UA
15,12,26,3,10,9,MEM,DFW,432,9E
60,12,27,4,20,20,ATL,MSY,425,FL
60,4,12,4,21,19,SEA,LAX,954,UA
30,7,21,6,16,15,DFW,FSM,228,MQ
60,1,8,1,8,7,BTV,PHL,336,US
30,4,12,4,22,20,SAN,SJC,417,WN
15,6,9,6,23,21,SJC,LAS,386,WN
0,5,20,7,21,20,LAS,SNA,226,WN
0,6,21,4,14,12,SAT,DFW,247,AA
30,8,22,3,17,15,CVG,LGA,585,DL
120,1,1,1,20,19,MSY,STL,604,AA
30,7,4,3,12,11,LAX,OXR,49,OO
15,12,20,4,23,22,DFW,LAX,1235,AA
0,9,14,5,21,20,RNO,LAS,345,YV
0,8,26,7,16,15,BWI,PVD,328,WN
15,1,28,7,21,15,SFO,DFW,1464,AA
15,12,26,3,22,20,BNA,JAX,484,WN
0,10,8,1,14,7,SAN,BWI,2295,WN
15,4,5,4,12,8,MSP,EWR,1008,XE
30,7,18,3,16,15,SAT,DAL,248,WN
0,6,11,1,21,20,MSP,MDW,349,FL
15,11,6,2,21,21,PHX,LGB,355,YV
0,5,11,5,12,9,JFK,SRQ,1041,B6
45,1,11,4,0,22,MIA,STL,1068,AA
0,12,6,4,5,22,OGG,LAX,2486,AA
0,6,10,7,12,11,OKC,PHX,833,WN
15,2,26,1,10,9,ATL,SAN,1891,DL
0,12,31,1,18,16,ABE,DTW,424,9E
0,2,22,4,9,8,YUM,PHX,160,YV
15,7,17,2,5,22,SAN,CLE,2026,CO
90,3,19,1,13,12,BOS,EWR,200,MQ
0,4,27,5,18,15,DEN,OMA,472,UA
0,7,25,3,15,13,MCO,PIT,834,FL
60,9,6,4,10,10,ATL,JAN,341,EV
30,1,22,1,19,17,ORD,FSD,462,OO
0,6,26,2,15,14,DEN,ONT,819,UA
15,10,23,2,16,15,DTW,MSP,528,NW
0,11,5,1,17,16,OKC,DFW,175,AA
0,5,16,3,9,8,OMA,DEN,472,UA
0,1,10,3,17,16,LAX,OAK,337,OO
0,7,2,1,18,17,DBQ,ORD,147,MQ
15,7,6,5,23,22,MSP,CID,221,9E
0,7,17,2,11,9,ORD,MSP,334,AA
0,9,30,7,23,21,DTW,CAE,583,9E
0,2,9,5,7,6,IAD,MDW,577,WN
0,2,10,6,2,22,PHX,MSP,1276,US
0,3,8,4,18,17,BOS,PHL,280,FL
0,10,30,2,17,15,DCA,MCO,759,US
15,10,27,6,11,6,SFO,DFW,1464,AA
0,3,13,2,16,15,MYR,CLT,156,YV
15,7,27,5,15,14,LAS,LGB,231,B6
0,10,7,7,10,8,ATL,GNV,300,EV
0,2,2,5,20,18,DEN,PHX,602,F9
15,11,19,1,15,14,DSM,MSP,232,9E
30,2,25,7,19,17,TUS,DEN,639,OO
60,9,24,1,11,10,DCA,JFK,213,OH
0,9,4,2,9,6,SEA,DEN,1024,F9
0,11,22,4,16,13,ORD,TPA,1012,UA
15,11,7,3,16,14,ORD,DCA,612,UA
15,1,10,3,23,21,SEA,OAK,671,WN
75,1,14,7,11,10,DFW,MSY,448,AA
15,7,10,2,14,11,DFW,HNL,3784,AA
15,7,6,5,13,10,DFW,GSP,862,MQ
0,10,28,7,16,15,DTW,CID,431,9E
15,3,15,4,13,11,LGA,MEM,963,NW
15,11,11,7,20,18,MCI,MSP,393,NW
0,9,12,3,8,7,MDW,BNA,395,WN
15,6,28,4,23,19,DFW,EWR,1372,CO
15,10,20,6,9,8,DEN,SLC,391,F9
0,10,1,1,16,13,MSP,PIT,726,NW
15,8,4,6,13,10,MSP,IND,503,NW
30,2,7,3,16,14,OKC,ORD,693,MQ
75,4,17,2,20,19,DFW,MCI,460,AA
0,12,13,4,16,10,IAH,SJU,2007,CO
15,4,20,5,21,20,ATL,MYR,317,EV
0,3,2,5,14,12,BDL,BWI,283,WN
120,6,20,3,20,18,BOS,DCA,399,US
0,6,23,6,21,19,BWI,FLL,925,WN
0,11,22,4,17,11,SNA,ORD,1726,UA
0,12,6,4,10,7,ATL,PHX,1587,US
90,1,26,5,17,14,IAH,SEA,1874,CO
0,6,26,2,21,18,MSY,MCO,550,WN
0,8,17,5,22,18,PHX,SAT,843,US
0,7,19,4,10,9,CVG,GRR,268,OH
30,11,16,5,21,18,EWR,LAX,2454,AA
30,8,6,1,18,16,AUS,STL,722,AA
120,7,12,4,16,14,JAN,DFW,408,MQ
45,11,21,3,16,15,CID,ORD,196,OO
30,2,20,2,19,19,DTW,GRB,288,NW
30,10,4,4,22,21,BUR,LAS,223,WN
0,11,10,6,14,12,ATL,DFW,732,AA
60,5,9,3,19,15,DFW,MCO,984,AA
0,10,23,2,14,12,ISP,MDW,765,WN
210,5,16,3,17,15,CVG,MHT,741,EV
240,1,1,1,13,10,JFK,IND,664,OH
30,7,22,7,18,14,SJU,JFK,1597,AA
30,7,21,6,20,20,ATL,HSV,151,DL
60,6,17,7,12,10,TPA,DFW,929,AA
15,2,10,6,9,9,SBN,ORD,84,YV
0,10,7,7,21,19,CVG,SAV,515,OH
0,10,23,2,12,11,ATL,MCI,692,DL
30,10,23,2,16,11,LAS,MSP,1300,US
30,1,26,5,11,9,MEM,SAT,625,NW
30,12,27,4,19,18,RDU,LGA,431,MQ
15,9,29,6,19,17,ORD,PHX,1440,UA
90,1,29,1,9,7,EVV,DTW,364,9E
0,5,14,1,18,13,PHX,MSY,1301,WN
15,5,4,5,18,17,STL,PHX,1262,US
0,12,20,4,9,8,ATL,ROA,357,EV
0,9,18,2,13,11,TPA,CLT,508,US
0,11,2,5,20,12,LAX,IAD,2288,UA
0,4,27,5,17,15,PHX,PDX,1009,AS
0,1,8,1,14,11,MSY,DCA,969,US
60,5,11,5,14,10,MSP,EWR,1008,CO
0,5,15,2,19,13,PDX,MDW,1751,WN
45,7,15,7,17,12,DEN,CLE,1201,CO
15,8,13,1,22,21,PIT,PHL,267,WN
0,4,22,7,9,8,STL,BNA,271,MQ
45,9,26,3,22,19,JFK,SEA,2421,DL
0,1,5,5,19,16,PHX,OMA,1037,US
0,1,30,2,12,9,ORD,PHL,678,UA
60,12,7,5,17,14,MKE,RDU,689,OO
45,8,29,3,20,19,DTW,TYS,443,9E
0,11,21,3,13,12,SAN,LAX,109,OO
60,3,7,3,10,9,GRR,CLE,214,XE
0,2,19,1,8,6,GSO,IAH,986,XE
0,9,21,5,10,9,CLT,ORD,599,US
0,5,1,2,9,8,DFW,PHX,868,US
15,9,3,1,22,21,ATL,MKE,669,EV
0,12,18,2,14,13,CAK,DTW,133,9E
60,12,20,4,22,19,MIA,LAS,2175,AA
0,5,3,4,15,13,DTW,SAV,706,9E
0,9,22,6,20,18,EWR,CLT,529,US
15,8,6,1,17,16,LAS,RNO,345,WN
0,11,16,5,22,21,DEN,RAP,301,XE
0,5,15,2,20,19,HNL,OGG,100,HA
15,2,13,2,16,15,ATL,DFW,732,AA
120,7,31,2,10,7,DFW,CAE,922,MQ
0,10,14,7,7,6,COS,SFO,963,OO
45,7,21,6,17,14,HPN,FLL,1098,B6
90,7,7,6,20,19,SBA,SFO,262,OO
60,7,15,7,0,22,JFK,ROC,264,B6
0,8,20,1,13,12,ONT,MRY,296,XE
105,4,24,2,18,16,AUS,STL,722,AA
60,11,9,5,20,18,EWR,MSY,1167,CO
75,7,19,4,17,14,EWR,TPA,998,B6
90,10,18,4,13,13,LEX,ORD,323,OO
45,7,27,5,19,15,IAH,FLL,965,CO
0,7,18,3,10,9,DFW,SAT,247,AA
15,2,28,3,17,16,SLC,SJC,585,OO
15,6,20,3,10,9,ONT,LAS,197,WN
0,11,9,5,21,19,MSP,MBS,463,NW
90,6,22,5,22,19,DFW,IND,762,AA
0,10,28,7,10,8,BUR,SFO,326,UA
0,5,16,3,21,19,STL,DAL,546,WN
30,3,20,2,17,16,PHX,PSP,261,YV
0,10,30,2,8,7,MCI,BNA,491,WN
0,4,12,4,8,6,EWR,SDF,642,XE
0,12,15,6,5,23,DEN,FLL,1703,F9
0,2,15,4,15,14,RIC,CLT,256,YV
0,10,13,6,17,15,PIT,ATL,526,DL
15,1,8,1,9,7,OAK,LAS,407,WN
120,4,16,1,6,6,CMH,ORD,296,MQ
15,11,13,2,16,14,MSP,LAS,1300,NW
15,8,2,4,13,12,SAT,DEN,794,OO
135,5,2,3,21,20,DFW,LAX,1235,AA
15,2,3,6,21,19,FLL,LAS,2174,DL
15,10,13,6,17,17,LEX,ORD,323,OO
0,4,17,2,17,14,MCI,TPA,1048,WN
15,12,24,1,11,9,MCI,AUS,650,OO
30,7,12,4,17,12,PDX,MSP,1426,NW
15,3,24,6,14,12,ATL,LGA,761,MQ
195,12,21,5,16,9,LAS,ROC,2041,FL
0,10,13,6,7,6,GRB,ORD,174,MQ
0,8,27,1,12,11,LGA,ORD,733,AA
0,10,5,5,19,17,DTW,BOS,632,NW
0,11,13,2,6,5,LEX,ORD,323,OO
0,6,28,4,20,17,MCO,MSP,1310,NW
0,7,16,1,14,11,DEN,IAH,861,CO
15,11,17,6,13,8,LAX,DFW,1235,AA
45,4,11,3,17,15,CLT,DTW,500,YV
45,7,12,4,19,16,MCO,HPN,972,B6
15,9,21,5,15,11,LAS,MAF,796,WN
0,9,10,1,16,13,ORD,PHL,678,UA
15,6,7,4,6,22,HNL,LAX,2556,NW
0,10,8,1,12,11,DFW,SGF,364,MQ
30,9,26,3,21,20,DFW,AMA,313,MQ
0,2,21,3,8,8,PHX,LAS,256,US
15,6,24,7,19,12,LAX,ATL,1946,FL
0,5,23,3,6,22,PHX,BOS,2300,B6
0,10,10,3,7,6,DTW,MEM,610,NW
0,5,4,5,11,10,TXK,DFW,181,MQ
0,2,2,5,16,15,ATL,MDW,590,FL
30,9,1,6,17,15,SFO,HNL,2398,NW
0,10,22,1,12,8,SLC,MSP,991,OO
0,9,4,2,20,20,HOU,DAL,239,WN
15,10,24,3,9,8,MDW,BNA,395,WN
15,7,17,2,18,16,MSP,MEM,700,NW
30,11,26,1,8,6,SHV,ATL,552,EV
0,3,24,6,18,16,RSW,BWI,919,WN
60,2,16,5,21,18,DEN,ORD,888,AA
30,7,12,4,20,19,MDW,DEN,895,F9
15,6,29,5,21,20,TPA,FLL,197,WN
0,1,8,1,16,16,ATL,MGM,147,EV
0,4,10,2,11,10,CLT,ATL,227,FL
0,2,19,1,12,9,RNO,PHX,601,US
15,12,28,5,21,20,MCI,LAS,1140,WN
0,8,7,2,23,21,ORD,GRR,137,MQ
0,6,30,6,17,17,HOU,DAL,239,WN
0,12,29,6,20,16,ORD,MIA,1197,AA
0,6,6,3,18,17,BWI,ALB,288,WN
0,9,5,3,18,17,IND,BWI,515,WN
0,8,2,4,12,10,BUF,ATL,712,EV
75,2,28,3,13,10,SJU,BOS,1674,AA
15,7,20,5,14,13,MCO,IAH,853,CO
30,3,25,7,23,21,CLT,MIA,650,US
0,9,23,7,12,11,RDM,PDX,116,OO
0,5,7,1,12,11,CLE,BUF,192,XE
0,3,31,6,13,11,PHL,MEM,874,9E
90,1,21,7,12,11,CVG,DTW,229,OH
15,12,22,6,21,19,ORD,DSM,299,YV
15,5,10,4,20,18,MDW,SDF,271,WN
15,3,27,2,20,18,MSP,MDW,349,NW
15,7,4,3,22,20,BWI,ROC,277,FL
45,5,13,7,18,16,BWI,PHX,1999,US
0,2,23,5,12,11,SLC,BIL,387,OO
75,8,20,1,17,16,DFW,SJT,228,MQ
60,8,24,5,17,16,SFO,LAX,337,XE
0,6,29,5,12,10,MSP,DTW,528,NW
0,6,30,6,9,7,MKE,DTW,238,NW
30,1,27,6,15,12,SFO,ABQ,896,OO
75,7,10,2,11,10,CLE,MDW,307,WN
0,5,26,6,8,6,IAH,ATL,689,OO
0,5,9,3,19,16,LGA,FLL,1076,B6
15,10,5,5,18,16,ORF,DTW,529,NW
0,4,13,5,14,13,CRP,IAH,201,XE
135,4,6,5,21,18,ORD,CAE,666,YV
45,2,5,1,10,8,DCA,BOS,399,US
0,9,12,3,11,9,JFK,ROC,264,OH
75,8,1,3,19,18,SAN,LAS,258,WN
0,6,24,7,14,13,SMF,LAS,397,US
60,2,25,7,20,20,ATL,MEM,332,OO
0,6,14,4,8,7,JFK,DCA,213,OH
0,10,31,3,15,7,SNA,EWR,2433,CO
0,8,20,1,19,17,MHT,CLE,544,XE
75,3,24,6,13,12,DCA,ORD,612,AA
30,5,4,5,14,13,FAT,SFO,158,OO
0,6,26,2,12,9,ORD,PHL,678,US
0,6,1,5,12,9,MIA,DTW,1145,NW
150,7,28,6,13,11,ORD,LAS,1515,UA
30,5,20,7,21,20,HOU,OKC,419,WN
0,11,26,1,16,13,MEM,TPA,656,NW
0,6,2,6,8,7,IPL,LAX,181,OO
0,10,23,2,22,14,LAS,PHL,2176,US
0,7,13,5,17,16,GTF,DEN,624,OO
15,7,11,3,16,15,SFO,MOD,78,OO
0,7,1,7,12,11,MSP,BZN,874,NW
30,4,17,2,17,16,SFO,MFR,329,OO
0,9,20,4,9,8,ATL,FNT,644,EV
45,6,30,6,18,17,ATL,GSO,306,EV
60,9,10,1,18,16,DFW,SJC,1438,AA
0,1,26,5,10,9,MEM,PNS,355,9E
0,2,13,2,12,11,DTW,LGA,501,MQ
60,3,15,4,16,15,EWR,DCA,199,CO
0,8,13,1,9,7,MCO,JFK,944,B6
0,3,12,1,11,10,DAL,SAT,248,WN
30,3,15,4,23,20,ORD,OKC,693,MQ
30,6,15,5,21,20,LAS,BUR,223,WN
0,4,9,1,16,15,FAT,SFO,158,OO
135,11,18,7,10,8,MIA,JFK,1090,AA
15,3,25,7,8,23,ONT,JFK,2430,B6
0,12,16,7,9,8,DEN,BUR,850,OO
0,6,8,5,12,9,MEM,TPA,656,NW
0,1,18,4,7,6,SPI,ORD,174,OO
15,8,1,3,14,13,BOS,PHL,280,US
30,4,15,7,14,11,CLE,RSW,1025,CO
45,10,25,4,21,18,LAS,SLC,368,WN
75,2,1,4,14,12,SFO,LAS,414,US
0,4,19,4,7,6,MKE,DEN,895,F9
15,12,12,3,20,17,PVD,ATL,903,EV
0,9,13,4,11,10,CVG,MCI,539,OH
0,2,23,5,13,12,MSP,OMA,282,NW
0,11,8,4,20,18,IAH,OMA,781,XE
15,3,8,4,6,23,LAX,CVG,1900,DL
0,12,21,5,14,9,PHX,MSP,1276,NW
75,11,20,2,17,15,PHL,JAX,742,US
90,8,4,6,19,18,DEN,ASE,125,OO
0,3,28,3,15,14,DAL,HOU,239,WN
105,12,16,7,10,10,DTW,ORD,235,UA
0,1,29,1,12,11,HNL,KOA,163,YV
15,3,1,4,20,18,BUR,PHX,369,WN
75,7,11,3,19,19,HOU,PHX,1020,WN
0,1,27,6,20,19,CVG,GSO,330,OH
0,10,18,4,7,6,BOS,LGA,185,US
15,9,16,7,18,15,SEA,FAI,1533,AS
0,10,29,1,10,9,MKE,MSP,297,NW
0,11,9,5,8,7,ORD,MSP,334,UA
0,10,1,1,20,18,LAX,PHX,370,OO
0,11,21,3,12,10,SEA,SFO,679,AS
0,4,3,2,11,11,DTW,BNA,457,WN
0,2,24,6,21,13,SFO,JFK,2586,UA
0,2,23,5,14,12,SAN,OAK,446,WN
15,3,9,5,11,11,PHX,ONT,325,US
15,7,8,7,13,11,DFW,SEA,1660,AA
0,7,16,1,23,21,ATL,PDX,2172,DL
0,11,28,3,19,18,SAV,ATL,215,FL
0,7,16,1,16,13,ORD,CAE,666,YV
195,12,1,6,20,18,MDW,CLE,307,WN
0,6,8,5,12,11,IAD,BOS,413,B6
0,8,27,1,16,13,MCI,IAH,643,XE
0,2,19,1,22,21,DFW,LBB,282,MQ
15,6,4,1,20,17,BNA,JFK,766,B6
0,1,23,2,12,9,CLT,SAN,2077,US
0,7,13,5,14,13,DAY,DTW,166,NW
30,12,30,7,16,10,DEN,MCO,1545,F9
75,3,31,6,15,14,DFW,TUS,813,AA
15,9,3,1,21,19,SAN,ABQ,628,WN
60,10,23,2,14,12,EWR,RIC,278,XE
15,6,11,1,18,18,DEN,LAS,629,F9
0,11,15,4,16,15,BWI,PVD,328,WN
0,7,25,3,21,19,DAL,MCI,461,WN
15,3,15,4,12,11,DEN,PDX,992,UA
0,10,6,6,11,8,MCO,BWI,787,WN
105,3,14,3,20,19,BDL,ORD,783,MQ
0,9,28,5,22,21,DEN,LAX,862,F9
30,1,31,3,18,17,MCI,ORD,403,AA
15,11,30,5,23,20,DEN,FAR,627,OO
60,11,21,3,21,20,EWR,CLE,404,CO
30,11,6,2,18,16,RIC,BOS,474,B6
0,12,22,6,7,6,LAX,SAN,109,OO
135,5,6,7,18,17,BOS,JFK,187,MQ
15,3,28,3,9,8,OMA,ORD,416,UA
30,4,29,7,14,12,DTW,SEA,1927,NW
0,3,21,3,14,7,PDX,CVG,1975,DL
75,7,9,1,22,22,ATL,BHM,134,DL
0,3,19,1,12,9,MEM,DTW,610,NW
90,4,13,5,19,17,OKC,ORD,693,MQ
0,3,31,6,11,9,JFK,DCA,213,MQ
0,1,31,3,19,18,CMH,PHL,405,WN
0,3,3,6,22,22,SFO,MRY,77,OO
90,5,31,4,19,16,CLT,EWR,529,XE
15,10,17,3,18,17,STL,MEM,256,NW
30,12,30,7,17,15,IND,ATL,432,EV
60,11,9,5,13,11,MCO,PHL,861,WN
60,8,24,5,16,14,ORD,LAS,1515,UA
0,8,31,5,10,9,DAL,MCI,461,WN
15,10,25,4,10,8,MIA,IAH,964,AA
15,5,12,6,18,16,ORF,DTW,529,NW
60,3,13,2,17,16,ATL,SAT,874,EV
45,12,2,7,19,17,HSV,ATL,151,OH
15,8,19,7,23,22,ATL,LAS,1747,US
0,2,20,2,20,16,SAT,DTW,1215,NW
15,8,6,1,14,13,FAT,LAX,209,OO
15,12,1,6,11,9,MSP,BOI,1142,NW
0,2,14,3,18,16,ONT,PHX,325,US
0,6,30,6,10,9,ATL,CSG,83,EV
0,11,17,6,11,9,DFW,SEA,1660,AA
0,11,14,3,23,22,OAK,LAS,407,AQ
15,7,21,6,9,6,YKM,SLC,586,OO
15,1,19,5,10,9,CRP,IAH,201,XE
0,3,28,3,15,14,PVD,PHL,238,WN
15,3,3,6,17,12,SJC,MSP,1576,NW
30,2,2,5,10,7,PHL,MIA,1013,US
0,10,4,4,8,7,BDL,PHL,196,US
0,5,2,3,9,8,ORD,PIA,130,MQ
0,10,28,7,17,15,MSY,MDW,825,WN
15,4,7,6,19,17,JAX,HOU,816,WN
0,1,28,7,22,20,BNA,JAX,484,WN
30,7,11,3,21,16,SNA,DFW,1205,AA
15,1,31,3,22,21,ONT,SMF,389,WN
30,7,28,6,13,10,COS,MCI,538,OO
30,6,12,2,17,15,BOS,BNA,943,OH
15,5,8,2,19,18,DEN,PHX,602,UA
15,5,7,1,15,7,SFO,JFK,2586,DL
0,3,26,1,14,11,JAX,JFK,829,B6
0,7,18,3,19,18,DCA,CLE,310,XE
0,11,9,5,16,14,SMF,LAX,373,OO
30,6,3,7,0,16,SAN,EWR,2425,CO
0,6,24,7,16,14,DEN,SLC,391,F9
0,11,9,5,23,19,IAH,BWI,1235,CO
0,8,7,2,13,12,MCO,MEM,683,NW
0,4,11,3,8,5,SEA,PHX,1107,US
15,8,7,2,20,17,ISP,ATL,795,EV
0,7,27,5,9,6,ORD,DCA,612,AA
15,10,2,2,15,10,DEN,ATL,1199,DL
15,3,6,2,18,16,RSW,MDW,1105,FL
0,6,11,1,22,20,CLE,SAN,2026,CO
0,4,12,4,21,17,DEN,ATL,1199,DL
0,12,26,3,11,10,DFW,ELP,551,AA
0,10,4,4,12,6,SLC,ATL,1589,DL
15,12,26,3,20,17,DCA,MIA,920,AA
0,12,21,5,12,11,SAN,LAX,109,OO
15,1,11,4,10,8,DEN,SMF,910,UA
0,12,30,7,17,16,CLE,DAY,162,XE
0,7,13,5,13,10,EWR,IAH,1400,CO
75,7,29,7,17,14,MIA,LAX,2342,AA
0,6,23,6,10,7,PVD,ATL,903,DL
60,6,20,3,19,17,LGA,PHF,288,FL
105,8,17,5,20,19,TLH,IAH,658,XE
