delayed,month,day,weekday,arr_hour,dep_hour,origin,dest,distance,carrier
30,2,25,7,17,15,LAS,PHX,256,WN
0,8,23,4,11,10,SGF,ORD,438,OO
0,2,13,2,9,8,ATL,MCO,403,DL
15,4,19,4,15,15,CLE,MDW,307,WN
90,4,26,4,23,20,ORD,PHL,678,UA
0,3,20,2,11,10,LAS,LAX,236,MQ
15,4,12,4,10,8,PBI,CLT,590,US
30,3,17,6,22,19,MCI,BWI,967,WN
15,9,9,7,15,15,DTW,MKE,238,NW
210,6,27,3,18,12,SNA,ORD,1726,AA
0,5,7,1,8,7,IAH,LAS,1222,CO
15,11,22,4,16,13,MSP,IND,503,NW
45,5,24,4,22,20,ORD,LEX,323,MQ
0,10,18,4,10,9,OAK,LAS,407,WN
30,11,8,4,16,15,RDU,SDF,416,MQ
0,5,7,1,22,20,MCO,RDU,534,WN
0,1,22,1,19,16,PHX,AUS,872,YV
0,10,16,2,7,6,BIL,SLC,387,OO
0,6,9,6,16,15,XNA,DFW,281,MQ
0,1,29,1,11,9,MCO,IND,828,FL
15,10,14,7,20,18,FAT,LAX,209,MQ
0,9,23,7,9,8,SEA,KTN,680,AS
15,11,26,1,9,8,SLC,SNA,588,OO
15,12,23,7,20,17,LAS,PDX,762,WN
45,6,20,3,19,17,BNA,DEN,1013,WN
0,11,10,6,13,10,IAH,GSP,838,XE
60,5,9,3,18,16,SMF,SNA,404,WN
0,2,3,6,10,9,DTW,BHM,625,9E
0,6,22,5,12,11,SAN,MRY,376,XE
30,4,16,1,18,15,SEA,SLC,689,DL
0,5,12,6,12,11,JAX,FLL,318,WN
15,5,31,4,18,15,MSP,BUF,734,NW
15,5,18,5,19,15,SLC,MDW,1258,WN
60,2,19,1,17,16,MRY,LAX,267,OO
105,2,14,3,15,13,TPA,IND,838,WN
0,11,4,7,22,20,ATL,BOS,946,DL
0,6,28,4,11,10,BUR,LAS,223,WN
0,1,22,1,18,15,SAN,DEN,853,UA
0,7,12,4,10,9,IAH,SNA,1347,CO
0,6,24,7,9,7,MEM,SLC,1261,OO
75,4,27,5,9,8,LGA,CLT,544,US
0,6,19,2,6,5,LCH,IAH,127,XE
180,2,21,3,10,8,DAY,MCO,808,FL
180,6,2,6,8,7,XNA,DFW,281,MQ
0,1,3,3,7,6,DFW,SHV,190,MQ
0,6,23,6,15,13,ATL,MIA,595,AA
120,5,16,3,21,21,CVG,ORD,264,OH
15,11,28,3,7,5,CAK,ATL,528,FL
0,12,3,1,11,9,ATL,MLB,443,EV
0,4,3,2,9,7,ATL,DCA,547,DL
30,4,25,3,12,10,PHX,SLC,507,US
0,12,29,6,19,17,PHL,MSP,980,NW
0,4,14,6,10,8,EWR,GSO,446,XE
0,10,16,2,16,15,SAN,SJC,417,MQ
0,12,16,7,14,10,IAH,FLL,965,CO
15,11,22,4,10,9,LAX,SBP,155,OO
30,1,14,7,18,15,ORD,CVG,264,OO
15,1,19,5,16,14,CLT,DFW,936,US
0,7,3,2,17,14,LAX,DEN,862,F9
15,3,11,7,20,19,DFW,PNS,604,MQ
30,9,5,3,19,17,TUL,ORD,585,AA
15,7,31,2,22,20,BOS,PHL,280,US
45,4,13,5,12,11,SAT,DFW,247,AA
0,3,5,1,17,12,DEN,PHL,1557,UA
0,11,10,6,14,13,OMA,ORD,416,MQ
0,2,8,4,12,6,OAK,IAH,1628,CO
15,10,2,2,19,16,ORD,CLT,599,US
105,12,22,6,15,11,MEM,EWR,946,XE
75,7,26,4,18,16,PVD,EWR,160,XE
60,1,19,5,17,16,TTN,BOS,245,OH
30,2,19,1,17,15,PHL,ORD,678,US
0,3,13,2,10,7,ORD,BUF,473,MQ
15,8,22,3,9,8,MKE,MSP,297,OO
0,9,11,2,12,11,DEN,SAN,853,UA
0,5,5,6,10,8,DEN,SFO,967,F9
150,6,19,2,10,9,HNL,KOA,163,YV
0,3,2,5,10,9,LAX,SBP,155,OO
30,3,18,7,16,16,SAT,HOU,192,WN
0,7,21,6,18,16,ATL,DTW,594,FL
0,12,2,7,20,18,OAK,SAN,446,WN
0,9,24,1,9,7,SNA,LAS,226,US
0,8,2,4,15,14,PHL,CLE,363,XE
150,6,25,1,17,16,DFW,SPS,113,MQ
0,1,18,4,12,11,SFO,CIC,153,OO
0,10,5,5,9,8,DEN,SNA,846,F9
0,5,2,3,8,6,OAK,PHX,646,WN
0,1,18,4,8,7,MCI,DEN,533,WN
45,12,9,7,12,10,DEN,MSP,680,UA
0,10,2,2,16,12,IAH,IAD,1190,XE
30,12,9,7,19,16,IAH,MSP,1034,NW
0,4,8,7,13,9,PHL,STT,1605,US
0,9,30,7,23,22,DFW,LAX,1235,AA
0,8,9,4,18,16,TUS,SMF,752,XE
0,7,22,7,10,7,ISP,TPA,1034,WN
0,11,4,7,22,20,ATL,ALB,852,EV
90,1,20,6,15,14,BWI,EWR,169,XE
75,7,16,1,17,14,ATL,PWM,1027,EV
0,12,11,2,11,8,EWR,MEM,946,XE
0,7,28,6,9,6,SBA,SLC,615,OO
0,3,30,5,10,8,IAD,MSP,908,NW
0,1,13,6,19,16,SAN,PHX,304,WN
0,8,19,7,12,10,MCO,DFW,984,AA
0,2,6,2,16,13,BOS,SFO,2704,UA
15,2,13,2,10,8,DEN,TUS,639,UA
30,10,11,4,23,22,IAD,RDU,224,YV
30,9,23,7,11,11,ATL,MGM,147,EV
0,1,12,5,14,13,IAH,DFW,224,CO
45,1,15,1,17,15,SJC,ONT,333,WN
0,6,1,5,11,9,MCO,PHL,861,WN
0,12,16,7,9,6,IAH,MIA,964,AA
0,8,13,1,10,9,CVG,LGA,585,OH
60,3,30,5,18,16,DFW,MSY,448,AA
0,5,10,4,11,8,ORD,MCO,1005,UA
165,9,5,3,22,14,SFO,BOS,2704,AA
0,3,8,4,18,17,ROC,ORD,528,UA
15,1,19,5,15,14,MOD,SFO,78,OO
90,1,28,7,11,9,ORD,DFW,802,AA
45,7,29,7,15,14,DFW,PHX,868,AA
90,8,16,4,22,18,PHX,AUS,872,WN
0,12,31,1,12,11,DFW,COS,592,AA
45,1,28,7,9,8,SLC,BUR,574,OO
30,11,16,5,21,18,ORD,EWR,719,UA
195,3,12,1,11,8,IAH,ATL,689,XE
0,8,2,4,7,6,GRB,ORD,174,MQ
0,6,18,1,22,21,CVG,SLC,1449,DL
30,4,17,2,22,21,DFW,SAT,247,AA
0,3,9,5,18,17,MCO,RSW,133,WN
0,6,18,1,19,17,FAT,LAS,258,YV
0,6,3,7,15,13,SLC,DEN,391,OO
60,12,6,4,8,6,RDU,IAH,1043,CO
0,10,25,4,10,7,SWF,MCO,989,FL
0,5,22,2,19,18,SAN,OAK,446,WN
0,7,10,2,17,16,OAK,PHX,646,WN
0,4,21,6,12,8,SJU,ATL,1547,DL
0,7,11,3,10,8,VPS,ATL,264,EV
15,4,15,7,20,18,DTW,CLT,500,YV
0,12,19,3,13,10,DEN,MSP,680,UA
30,2,9,5,18,17,ATL,CAE,191,EV
105,6,19,2,22,20,ATL,BUF,712,DL
0,8,15,3,15,14,KOA,HNL,163,HA
60,8,19,7,20,16,MSP,EWR,1008,XE
0,7,2,1,5,0,SEA,MSP,1399,NW
15,1,8,1,13,12,LAX,SMX,135,OO
0,11,18,7,15,13,LGA,DCA,214,MQ
30,7,20,5,10,9,SAN,TUS,367,WN
15,8,13,1,22,20,LGA,ORD,733,AA
45,3,2,5,18,16,BOS,DTW,632,NW
0,2,10,6,15,13,JFK,CVG,589,OH
105,2,25,7,22,21,SLC,GEG,546,OO
0,5,8,2,14,13,ATL,MKE,669,FL
60,11,22,4,16,15,BUR,SJC,296,WN
0,7,1,7,10,9,DTW,DEN,1123,UA
240,6,26,2,15,14,DFW,LAX,1235,AA
30,12,28,5,11,10,DFW,SNA,1205,AA
0,10,31,3,13,12,ANC,BET,399,AS
0,2,19,1,9,7,XNA,MSP,596,9E
15,3,14,3,12,11,PHX,TUS,110,YV
15,5,2,3,22,20,IAH,SNA,1347,CO
15,1,24,3,20,18,MDW,CLE,307,WN
0,10,5,5,21,19,PHL,ORD,678,UA
45,7,8,7,22,19,DFW,GSP,862,MQ
0,4,9,1,16,14,SAV,IAD,515,YV
0,10,22,1,18,15,SEA,FAI,1533,AS
60,4,30,1,16,15,IAH,SAT,191,CO
180,12,31,1,20,17,ORD,LGB,1735,B6
0,3,23,5,17,15,SMF,SEA,605,AS
30,10,26,5,8,6,DTW,BOS,632,NW
0,1,22,1,9,8,LAS,LAX,236,US
0,11,7,3,9,6,MFR,DEN,964,OO
0,1,4,4,12,11,MCI,DAL,461,WN
0,4,12,4,15,15,CVG,MKE,318,OH
150,6,19,2,17,16,LYH,ATL,389,EV
30,8,5,7,17,16,CLT,BWI,361,US
45,2,16,5,22,20,CLE,DFW,1021,XE
0,4,10,2,13,8,ORD,SJU,2072,AA
0,7,8,7,7,6,SGF,MEM,243,9E
15,8,17,5,19,17,MSP,SLC,991,NW
30,10,11,4,15,12,PHL,MIA,1013,US
15,2,5,1,23,20,PHL,PDX,2406,US
45,3,15,4,12,11,DTW,ATW,297,9E
0,5,2,3,11,10,PDX,MFR,222,OO
30,6,30,6,18,10,LAX,TPA,2158,DL
240,1,7,7,19,15,ORD,MIA,1197,AA
0,3,20,2,14,13,MSY,IAH,305,CO
90,7,6,5,17,16,DAL,IAH,217,XE
0,6,6,3,13,11,VPS,ATL,264,DL
15,8,24,5,22,21,DFW,OMA,583,AA
15,3,1,4,10,7,DTW,PHX,1671,US
0,7,8,7,8,5,MFR,PHX,854,YV
30,3,29,4,15,7,SNA,EWR,2433,CO
0,4,10,2,18,16,ROC,EWR,246,XE
60,10,23,2,18,14,IAH,ATL,689,EV
0,5,23,3,13,11,CLE,EWR,404,CO
30,4,18,3,18,16,IAD,PWM,494,YV
0,1,27,6,9,7,MSP,MDW,349,FL
0,10,14,7,7,22,HNL,PDX,2603,NW
30,6,6,3,21,20,LAX,PHX,370,WN
45,7,21,6,16,14,JFK,MCO,944,B6
0,1,31,3,20,17,STT,CLT,1520,US
15,4,21,6,14,11,MSY,PHL,1088,US
0,6,26,2,20,18,PDX,SNA,859,AS
0,4,30,1,7,6,LGA,DCA,214,DL
45,12,18,2,16,10,DEN,LGA,1619,F9
75,8,10,5,0,21,ORD,PHL,678,UA
0,10,10,3,19,17,PHX,ABQ,328,WN
45,3,7,3,20,18,DTW,EWR,487,NW
0,12,16,7,21,19,CVG,ALB,623,OH
15,11,28,3,14,12,PIT,ATL,526,FL
0,12,16,7,14,13,GEG,PDX,279,WN
0,5,24,4,20,19,DTW,OMA,651,9E
0,5,28,1,13,10,SLC,DFW,988,DL
15,4,3,2,18,15,PFN,ATL,247,EV
0,8,1,3,13,12,SNA,PHX,338,WN
120,5,10,4,14,12,ABE,DTW,424,9E
0,1,24,3,16,11,DEN,BWI,1491,UA
15,7,9,1,11,9,DFW,OAK,1456,AA
0,10,9,2,7,6,MCO,MEM,683,NW
0,7,12,4,15,13,DTW,PWM,668,NW
90,3,13,2,18,17,IND,DFW,762,AA
60,2,25,7,14,12,LAX,PDX,834,UA
150,10,12,5,21,20,LAX,SFO,337,AS
90,12,5,3,9,9,IND,ORD,177,UA
0,1,23,2,16,10,SFO,AUS,1504,UA
15,1,17,3,13,9,CLT,SJU,1474,US
75,11,30,5,19,17,ATL,SAV,215,EV
0,5,10,4,6,5,GEG,SEA,224,OO
15,4,11,3,18,16,MSP,MEM,700,NW
15,11,28,3,15,13,LAX,SLC,590,DL
60,12,2,7,11,9,EWR,BNA,748,XE
75,6,10,7,18,16,FLL,SJU,1046,AA
0,6,4,1,18,14,JNU,SEA,909,AS
105,3,7,3,11,9,DCA,BTR,985,OH
15,4,11,3,9,8,EWR,BWI,169,XE
0,5,7,1,11,9,LGA,JAX,834,OH
0,9,6,4,21,19,PHX,ELP,347,WN
0,2,4,7,7,6,FNT,DTW,56,NW
0,6,20,3,21,19,EWR,DTW,487,NW
0,10,2,2,16,15,JAX,ATL,270,DL
75,4,12,4,18,17,IAD,DTW,383,YV
30,10,1,1,10,9,CVG,GRR,268,OH
0,3,12,1,8,7,LEX,CVG,70,OH
0,5,20,7,20,19,DTW,DLH,541,9E
0,12,29,6,20,16,SEA,LIH,2701,AS
30,2,23,5,22,21,MSP,ICT,545,9E
0,3,20,2,13,12,DAL,MSY,437,WN
30,2,20,2,22,21,ATL,RSW,515,FL
165,9,25,2,16,14,OKC,ORD,693,OO
0,12,16,7,19,14,ABQ,TPA,1497,WN
30,6,15,5,23,21,MDW,CMH,284,WN
135,10,19,5,11,6,DEN,IAD,1452,UA
0,2,12,1,12,9,DEN,DFW,641,AA
165,1,4,4,13,11,IAH,LBB,458,XE
0,1,11,4,8,7,TPA,ATL,406,DL
15,7,12,4,22,21,IAH,GRK,166,XE
45,1,14,7,18,17,DFW,DEN,641,AA
15,10,10,3,13,11,RDU,BOS,612,MQ
30,1,13,6,6,5,SAT,IAH,191,CO
225,2,12,1,14,12,ORD,DFW,802,AA
15,12,13,4,23,17,SLC,JFK,1989,DL
0,6,10,7,18,16,OAK,SLC,588,OO
0,9,1,6,13,10,DFW,ATL,732,DL
105,1,5,5,13,11,IAH,LBB,458,XE
15,5,8,2,10,7,ABQ,IAH,744,CO
0,6,5,2,11,9,SAN,SJC,417,WN
15,12,28,5,12,10,MCI,MSP,393,NW
60,3,24,6,11,11,SDF,ORD,286,MQ
0,9,13,4,13,12,DTW,MEM,610,NW
0,10,22,1,23,22,MIA,DFW,1121,AA
15,12,26,3,21,20,CLT,DEN,1337,US
0,2,5,1,18,17,RDU,IAD,224,YV
30,9,11,2,23,21,ELP,SAT,496,WN
15,4,9,1,19,16,PBI,PHL,951,US
0,10,24,3,11,10,ATL,FNT,644,EV
0,10,14,7,12,10,IAH,LAX,1379,CO
0,8,25,6,9,6,SNA,PDX,859,AS
105,6,15,5,17,16,BNA,MCI,491,WN
120,5,27,7,17,16,IAH,DAL,217,XE
0,4,10,2,11,9,BOS,PHF,464,FL
0,10,3,3,7,23,LAX,MIA,2342,AA
0,6,4,1,23,21,ATL,BDL,859,DL
45,6,8,5,9,6,EWR,DFW,1372,CO
30,5,29,2,7,23,SEA,PHL,2378,US
0,11,3,6,16,13,ORD,ORF,717,YV
15,4,7,6,15,14,AUS,DFW,190,AA
0,3,23,5,11,9,DTW,ATL,594,EV
0,7,2,1,9,7,ANC,JNU,571,AS
30,11,24,6,11,10,HOU,HRL,276,WN
90,2,22,4,20,18,ATL,PVD,903,DL
90,5,16,3,6,22,HNL,LAX,2556,HA
0,8,5,7,10,8,DEN,DFW,641,AA
30,3,2,5,21,17,SLC,MSY,1428,OO
0,7,4,3,12,11,SAT,PHX,843,WN
0,1,24,3,7,7,SUN,SLC,223,OO
0,6,29,5,20,18,JFK,BTV,267,B6
45,12,6,4,18,15,PHL,LAS,2176,US
0,5,15,2,14,13,ORD,LSE,215,MQ
15,9,27,4,0,20,MDW,MCO,989,WN
0,8,14,2,12,9,CVG,FLL,932,DL
45,6,22,5,10,9,CLE,MSP,622,NW
0,4,13,5,21,18,ORD,SYR,607,OO
0,10,4,4,15,13,OAK,SAN,446,WN
0,3,3,6,18,15,MCO,BOS,1121,DL
30,7,26,4,17,15,OMA,IAH,781,XE
45,8,15,3,14,12,IND,IAH,845,XE
15,2,14,3,23,21,IAH,SLC,1195,XE
30,7,4,3,20,18,ORD,MQT,303,MQ
30,1,18,4,9,8,IAD,DTW,383,YV
45,3,4,7,23,19,PHX,MKE,1460,US
0,6,18,1,20,19,HRL,SAT,233,WN
15,3,7,3,14,12,CLT,MCO,468,US
0,5,26,6,14,12,MSY,ATL,425,FL
0,1,26,5,12,11,BUF,JFK,301,B6
0,2,23,5,9,7,LGA,DTW,501,NW
15,7,6,5,19,17,AZO,ATL,596,EV
0,8,21,2,18,17,DTW,FNT,56,NW
0,9,3,1,12,10,RDU,LGA,431,MQ
0,5,12,6,11,9,ATL,PHL,665,FL
0,11,30,5,9,7,PIT,BOS,496,US
0,10,18,4,9,7,CVG,BOS,752,DL
15,10,27,6,16,15,ICT,DFW,328,AA
0,11,25,7,16,14,CMH,IAH,986,CO
0,12,16,7,16,11,SEA,DFW,1660,AA
45,4,15,7,9,8,IAD,PHL,134,YV
0,10,24,3,20,19,LGA,ORD,733,UA
15,3,18,7,17,16,PSP,LAS,173,OO
45,1,12,5,19,18,DAL,MAF,319,WN
0,7,10,2,9,8,MDW,DEN,895,F9
30,5,16,3,9,7,BHM,ATL,134,DL
0,12,23,7,23,19,IAH,SAV,851,XE
0,7,24,2,8,6,EWR,JAX,821,XE
0,1,1,1,18,17,HRL,HOU,276,WN
15,7,8,7,13,13,ORD,MSN,109,MQ
0,3,19,1,16,12,PHX,IAH,1009,US
0,6,29,5,12,11,GSO,CVG,330,OH
0,3,4,7,18,15,DFW,DCA,1192,AA
0,12,9,7,17,14,MIA,LGA,1097,AA
0,8,24,5,12,10,ATL,DAY,432,EV
0,10,21,7,10,9,PSP,LAS,173,OO
0,12,19,3,6,5,SIT,JNU,95,AS
75,10,2,2,15,13,CLE,MSP,622,9E
0,4,9,1,16,14,JFK,MCO,944,B6
15,2,1,4,13,12,YUM,PHX,160,YV
0,5,17,4,15,13,IND,BWI,515,WN
15,1,4,4,16,15,CVG,BWI,430,OH
0,1,2,2,9,8,ATL,HOU,696,EV
0,10,24,3,10,8,LGA,RIC,292,OH
0,2,8,4,22,20,LGA,ORD,733,AA
0,1,30,2,10,8,MCO,CLT,468,US
0,10,5,5,16,14,DEN,IDA,458,OO
0,1,29,1,22,20,DEN,GJT,212,YV
90,3,1,4,7,5,MSP,GRR,408,NW
0,11,21,3,7,6,MDT,ORD,594,YV
0,4,26,4,16,14,MIA,STL,1068,AA
15,10,25,4,18,17,OAK,SNA,371,WN
0,5,20,7,19,15,SJU,IAD,1571,UA
15,3,20,2,19,16,ORD,TYS,475,OO
15,6,2,6,21,19,DTW,SAN,1957,NW
0,3,3,6,14,12,MEM,ATL,332,DL
0,12,6,4,15,14,LGA,BOS,185,US
15,3,23,5,23,21,CLT,PVD,683,US
60,11,12,1,0,20,DFW,EWR,1372,AA
75,12,21,5,20,20,IND,DEN,977,F9
0,12,2,7,16,14,LEX,DTW,296,9E
45,1,19,5,19,18,ATL,ORD,606,AA
0,1,17,3,11,7,SJC,DEN,948,UA
0,6,1,5,13,10,DEN,MSP,680,UA
30,4,14,6,19,16,FLL,JFK,1069,B6
0,9,22,6,9,7,JAN,ATL,341,DL
30,11,27,2,20,18,DSM,ORD,299,YV
0,6,18,1,8,5,BOS,MIA,1258,AA
0,5,15,2,17,15,MCI,DAL,461,MQ
0,6,18,1,9,7,RNO,PDX,444,WN
15,8,14,2,12,11,SGU,SLC,269,OO
0,6,29,5,22,17,ONT,OMA,1286,XE
0,4,25,3,8,7,MDW,STL,251,WN
30,12,16,7,16,16,ATL,MLU,448,EV
105,1,18,4,21,15,DEN,LGA,1619,UA
45,4,22,7,18,16,SJC,LAS,386,WN
15,2,4,7,18,17,DEN,SNA,846,UA
15,3,23,5,5,20,SJC,BOS,2689,B6
0,12,18,2,20,18,RDU,JFK,426,MQ
0,11,3,6,15,14,PIT,CVG,256,OH
135,5,20,7,16,13,SJU,MCO,1189,AA
15,6,2,6,23,21,MSP,OKC,695,9E
75,12,21,5,17,15,PHL,MCO,861,FL
30,12,9,7,7,7,DEN,LAS,629,F9
105,10,3,3,8,7,FSM,DFW,228,MQ
60,8,25,6,10,8,DFW,MLU,293,MQ
15,10,9,2,19,17,BWI,MCO,787,WN
15,9,20,4,16,15,SLC,SUN,223,OO
15,12,9,7,10,8,DCA,LAS,2089,US
30,12,11,2,10,7,BOS,LAX,2611,AA
0,1,9,2,10,8,BOS,RDU,612,MQ
0,3,28,3,16,14,IAH,OKC,395,CO
0,4,1,7,20,20,LAX,OXR,49,OO
0,12,9,7,17,15,MCO,BWI,787,WN
15,5,23,3,19,16,MKE,BWI,641,FL
0,4,22,7,19,17,ORD,ICT,588,OO
0,12,10,1,10,9,CVG,SNA,1877,DL
15,6,29,5,13,11,ORD,MEM,491,MQ
150,5,24,4,19,14,RNO,DFW,1345,AA
0,2,9,5,14,12,TPA,ATL,406,FL
120,1,2,2,12,11,BGR,BOS,201,OH
0,8,3,5,14,12,SLC,COD,298,OO
0,1,16,2,7,6,MSY,IAH,305,CO
120,8,20,1,10,8,JAX,ORD,865,MQ
0,9,5,3,20,19,ATL,TPA,406,FL
15,1,16,2,10,9,ATL,DFW,732,AA
15,7,8,7,16,13,DFW,ATL,732,DL
0,2,21,3,18,12,PHX,BWI,1999,WN
15,11,16,5,20,17,EWR,SAN,2425,CO
45,9,9,7,16,15,DTW,SHV,886,9E
15,5,31,4,21,19,TPA,PHL,920,US
30,6,25,1,20,18,ATL,IAD,533,YV
15,5,31,4,18,16,CVG,LGA,585,OH
0,1,6,6,7,6,MOD,LAX,292,OO
0,5,22,2,13,11,MCO,BWI,787,WN
0,5,25,5,21,20,LGA,BOS,185,DL
0,3,14,3,9,9,SLC,PHX,507,WN
15,8,7,2,7,6,BGR,BOS,201,MQ
0,8,3,5,14,14,BOI,LAS,520,WN
105,2,8,4,20,17,ORD,HPN,738,MQ
45,2,9,5,17,14,PHL,SFO,2521,US
15,7,12,4,20,19,ORF,EWR,284,XE
45,9,4,2,18,17,AUS,HOU,148,WN
30,4,30,1,18,13,PHX,MSY,1301,WN
0,6,14,4,12,11,GRB,ORD,174,YV
15,12,29,6,17,14,HOU,MCO,848,WN
0,10,14,7,20,19,PIT,ORD,412,OO
15,7,7,6,11,9,STL,SEA,1710,AA
0,11,8,4,18,16,MCI,DFW,460,AA
0,9,17,1,14,12,LAX,PHX,370,US
0,5,26,6,21,18,BDL,TPA,1111,WN
30,12,15,6,13,22,HNL,EWR,4962,CO
15,5,14,1,18,17,ELP,LAS,584,WN
0,11,13,2,21,19,DEN,ABQ,349,UA
0,6,11,1,13,11,XNA,MSP,596,9E
30,5,15,2,16,9,SLC,JFK,1989,DL
30,4,15,7,17,14,SEA,SLC,689,WN
15,4,28,6,18,15,SEA,FAI,1533,AS
0,12,28,5,21,20,EWR,ORD,719,UA
225,8,19,7,11,9,MEM,MSP,700,NW
0,6,23,6,16,14,BWI,MSP,936,NW
0,5,27,7,11,10,MCI,DEN,533,WN
0,10,9,2,22,21,DFW,LIT,304,MQ
0,11,17,6,10,9,SBA,LAX,89,MQ
0,8,16,4,10,8,VPS,ATL,264,EV
45,10,5,5,22,21,DEN,SMF,910,UA
15,12,28,5,21,20,CLE,MCI,694,XE
60,8,4,6,7,6,DHN,ATL,171,EV
15,6,17,7,20,19,MCI,SAN,1333,WN
0,8,11,6,17,14,SEA,DEN,1024,UA
0,1,12,5,7,6,BOI,SEA,399,WN
0,8,19,7,15,14,DFW,SAT,247,AA
0,9,21,5,9,6,LAX,DEN,862,F9
45,6,14,4,12,9,MSP,IAH,1034,NW
15,2,8,4,16,11,SFO,DFW,1464,AA
30,8,4,6,22,15,PHX,IAD,1956,US
15,9,5,3,21,16,PHX,STL,1262,WN
15,7,3,2,12,11,RDU,JFK,426,B6
0,3,2,5,20,19,BUR,OAK,325,WN
60,1,18,4,17,16,ATL,IND,432,DL
15,6,28,4,11,10,MYR,ATL,317,EV
0,3,12,1,12,10,TPA,STL,869,WN
15,4,16,1,16,15,ATL,TPA,406,DL
0,5,14,1,15,14,SMF,LAS,397,WN
75,5,15,2,18,16,JFK,CMH,483,B6
120,7,27,5,17,15,SFO,SEA,679,AS
0,4,19,4,7,6,BOI,SLC,291,WN
15,9,25,2,12,8,EWR,SJU,1608,CO
0,2,15,4,11,10,IAH,SAT,191,CO
15,8,31,5,20,17,ORD,SMF,1781,UA
0,7,21,6,18,14,DFW,DTW,987,AA
0,11,26,1,13,9,ABQ,MDW,1121,WN
15,2,3,6,18,13,LAX,ORD,1745,UA
0,3,21,3,8,6,BHM,MDW,570,WN
15,5,1,2,12,8,SAT,DTW,1215,NW
0,6,4,1,22,20,MDW,SAN,1728,WN
0,5,27,7,14,13,SYR,ORD,607,MQ
0,1,4,4,20,18,GSO,IAH,986,XE
0,4,10,2,13,11,GPT,IAH,376,XE
0,11,11,7,20,19,SLC,JAC,205,OO
30,12,12,3,8,6,ABE,ATL,692,EV
0,3,2,5,15,10,ATL,STT,1599,DL
0,1,16,2,7,7,ICT,DEN,419,UA
15,4,1,7,21,19,EWR,IND,644,XE
0,7,21,6,16,15,BUF,BWI,281,WN
0,12,2,7,22,21,DFW,JAN,408,MQ
0,2,9,5,12,10,ORD,PDX,1739,UA
15,10,3,3,21,19,ABQ,AMA,277,WN
75,2,19,1,18,17,LAX,LAS,236,WN
15,2,9,5,8,6,PHL,MEM,874,NW
0,6,15,5,11,8,MEM,PIT,652,9E
45,8,14,2,17,15,SJU,FLL,1046,AA
0,12,12,3,21,17,SJU,DFW,2165,AA
0,2,13,2,14,12,SYR,ATL,793,EV
0,12,14,5,13,11,JAN,IAH,351,XE
45,7,30,1,19,16,LIT,ATL,453,EV
0,7,16,1,0,18,LAS,DTW,1750,NW
15,11,21,3,19,17,DFW,BHM,597,AA
0,4,20,5,19,18,PHX,LAX,370,WN
15,12,12,3,20,19,AUS,DAL,189,MQ
75,12,18,2,9,8,SBN,DTW,157,9E
45,8,14,2,19,17,MOD,LAX,292,OO
0,5,9,3,15,14,IAH,AUS,140,CO
0,10,13,6,13,12,FAT,LAX,209,OO
30,3,20,2,17,15,CVG,EWR,569,OH
0,4,2,1,10,9,PHX,SAN,304,YV
0,2,13,2,7,6,ORF,BWI,159,WN
45,3,19,1,17,16,ROC,ORD,528,MQ
15,4,6,5,12,10,DEN,ICT,419,UA
15,3,17,6,16,14,ATL,CLT,227,DL
15,12,16,7,21,19,ATL,LAX,1946,DL
0,11,21,3,23,22,DFW,AUS,190,AA
30,11,20,2,16,15,ORD,MSP,334,UA
0,2,21,3,12,11,CLE,ROC,245,XE
90,9,22,6,13,13,SMF,SFO,86,OO
0,3,16,5,18,11,SNA,CVG,1877,DL
0,1,31,3,13,13,OGG,HNL,100,HA
75,12,23,7,16,16,PHX,SNA,338,YV
60,5,7,1,12,11,DFW,SAN,1171,AA
0,8,22,3,10,7,ORD,EWR,719,CO
0,11,20,2,18,16,RDU,DEN,1436,UA
45,1,18,4,7,6,RDU,JFK,426,MQ
0,5,20,7,20,17,MKE,ATL,669,FL
165,7,1,7,22,21,ATL,STL,483,DL
0,3,3,6,9,7,PHX,SLC,507,DL
90,5,15,2,18,17,EWR,ROC,246,XE
0,7,22,7,15,13,CVG,IAH,871,XE
0,10,17,3,15,13,MIA,ATL,595,DL
45,3,31,6,20,19,SNA,OAK,371,AS
15,2,21,3,13,11,PHL,ORD,678,US
150,5,29,2,20,19,LAX,LAS,236,UA
15,12,23,7,18,17,OKC,SLC,866,XE
15,12,22,6,7,6,FAI,ANC,261,AS
60,7,10,2,22,19,BOS,SFO,2704,B6
15,9,11,2,18,17,RDD,SFO,199,OO
0,12,13,4,10,9,DFW,HOU,247,MQ
0,11,16,5,9,7,EWR,ORD,719,AA
30,5,22,2,22,20,LAX,SMF,373,OO
0,7,16,1,10,9,IND,IAH,845,XE
0,7,13,5,12,9,GEG,SLC,546,OO
75,4,17,2,22,20,EWR,BOS,200,CO
15,4,15,7,14,11,OKC,ATL,761,OO
15,9,13,4,12,10,MIA,RDU,700,AA
105,7,31,2,15,14,DFW,LBB,282,MQ
15,1,13,6,14,11,MIA,BWI,946,AA
0,6,29,5,15,14,LBB,DAL,293,WN
135,12,26,3,11,10,DTW,LAN,74,NW
0,5,29,2,18,10,LAX,DTW,1979,NW
0,6,6,3,14,13,TPA,MDW,997,WN
15,9,29,6,12,10,PDX,OGG,2562,HA
0,1,4,4,21,18,ONT,PHX,325,WN
0,9,28,5,18,16,LAS,FAT,258,OO
