fgm,period,shot_clock,dribbles,touch_time,shot_dist,pts_type,close_def_dist,shooter_height,defender_height,player_name
1,2,11.5,0,0.8,0.6,2,2.8,80,79,harrison barnes
0,1,3.4,1,1.7,6.4,2,1.3,85,82,pau gasol
0,2,14.7,0,1.4,6.7,2,2.6,85,80,donatas motiejunas
1,2,15.8,0,1.1,21.1,2,11.7,85,78,cody zeller
1,1,7.3,0,0.8,22.8,3,5.8,74,75,tony parker
1,1,5.4,1,1,9.7,2,5.9,79,77,shaun livingston
1,4,10.1,0,1.6,27.3,3,5.2,78,81,vince carter
1,3,10.2,2,2.8,17.9,2,3.1,77,79,jamal crawford
1,5,13.7,0,0.7,2.7,2,3.2,76,83,tony allen
1,4,12.4,0,0.9,22.4,3,5.5,73,78,jose juan barea
0,4,4.7,0,1.2,24.3,3,4.4,80,78,kostas papanikolaou
0,1,7,0,1.4,24.4,3,3.7,81,81,amir johnson
0,4,14.2,1,1.5,5.7,2,1.4,74,69,jordan farmar
0,1,6,0,0.8,24.6,3,6.3,81,79,luol deng
0,4,5.4,4,3.9,15.5,2,4.1,81,78,Al-Farouq Aminu
1,3,15.6,0,0.6,3,2,3.5,83,85,dwight howard
1,4,23,0,1,19.5,2,6.8,81,80,darrell arthur
1,3,5.6,1,1.8,3.3,2,2.4,85,85,rudy gobert
1,4,6,0,0.9,26.5,3,5.2,73,76,aaron brooks
1,3,16.3,2,2.3,3,2,1.2,85,82,Dirk Nowitzki
1,3,5.6,0,0.7,19.4,2,5.7,83,73,chris bosh
1,4,23,1,1,25.2,3,2.9,75,76,damian lillard
0,3,2.9,2,2.2,6.2,2,1.9,80,82,andrew wiggins
1,3,15,4,3.4,11.4,2,2.9,79,80,joe johnson
0,3,6.3,18,18.2,18.7,2,3.9,79,78,nick young
0,2,11.5,0,1,21.9,2,4.8,79,76,chase budinger
0,2,17.9,5,7.3,24.1,3,6.8,77,81,jamal crawford
0,2,3.5,10,8.6,14.1,2,5,69,81,isaiah thomas
0,1,14.4,0,1,22,3,4.3,80,80,demarre carroll
0,3,19,3,2.9,17,2,4,77,81,courtney lee
0,1,12.2,2,1.9,6.3,2,2.8,75,85,goran dragic
1,1,16.8,7,6.6,3.9,2,2.8,75,71,deron williams
1,1,5.4,2,3.2,19.3,2,4.4,80,81,carmelo anthony
1,2,17.8,0,0.2,2.3,2,3.4,80,79,kenneth faried
0,3,6.4,1,1.3,12,2,5.1,83,83,nerlens noel
0,3,7.8,0,0.9,16,2,4.5,75,77,derrick rose
0,4,1.5,3,2.8,19.6,2,3.7,74,80,jordan farmar
0,3,3.9,6,5.4,10.3,2,3.4,76,78,gary neal
0,2,11.5,1,2,21.5,3,0.2,75,81,kyrie irving
0,3,11.1,0,1,24.5,3,8.1,81,83,jakarr sampson
0,2,16.3,7,7.9,18.4,2,4,79,79,paul pierce
1,4,18.7,0,0.8,23.5,2,4.9,81,75,marvin williams
1,1,9.9,3,2.7,16.6,2,2.9,75,82,brandon knight
0,1,5.1,3,3.2,4.2,2,1.3,80,79,lebron james
1,3,9,0,0.4,1.4,2,4.7,83,85,deandre jordan
1,2,13.3,0,0,22.4,3,21.6,69,81,isaiah thomas
0,2,17.2,7,6.1,4.3,2,0.9,78,78,tyreke evans
1,3,24,0,0.2,1.4,2,0.5,85,81,brook lopez
0,2,22,0,0.6,23.5,3,3.5,78,80,cj miles
0,3,4.4,0,0.8,17.5,2,8.2,83,81,nerlens noel
0,4,14.5,0,1.4,24.3,3,4.2,74,78,ronnie price
1,4,13.6,0,0.6,1.8,2,3.7,81,78,tristan thompson
1,3,23.2,1,1.8,2.8,2,1.7,77,85,james harden
1,1,13,0,0,2.7,2,3.6,78,83,michael carter-williams
1,1,14.5,0,0.6,9.5,2,7.2,85,83,timofey mozgov
1,1,11.9,0,0.7,22.7,3,5.3,82,79,kevin love
0,4,1.1,2,4.6,11.9,2,4.6,79,75,paul pierce
0,1,12.22,5,5.7,24,3,4.3,79,81,nick young
0,4,23,0,0,23.9,3,4.8,78,79,alan anderson
1,1,12.8,11,10.5,14.4,2,2,75,76,goran dragic
1,1,17.7,7,6.6,18.9,2,5,75,77,stephen curry
0,1,5.4,3,6.2,6.8,2,2.9,85,85,marc gasol
0,1,5.1,2,2.2,9.1,2,2,80,82,wilson chandler
0,2,0,0,0.8,41.7,3,4.1,80,81,kenneth faried
1,4,13,0,0.8,1.1,2,2.5,75,85,goran dragic
0,3,7.8,1,1.8,6.1,2,1.7,85,80,andrew bogut
0,4,7.9,2,2.5,14.9,2,5.8,73,74,dennis schroder
1,1,6.5,1,2.2,4.9,2,2,80,82,trevor ariza
1,2,17.4,0,0.9,26.3,3,6.2,82,81,ryan anderson
1,3,18.4,0,1,1.4,2,1.5,85,82,tyler zeller
0,4,8.9,0,1.2,19.2,3,0.3,80,85,khris middleton
1,2,17.1,4,4,24.8,3,5,75,76,derrick rose
1,4,1.5,2,1.5,11,2,3.5,80,80,rudy gay
1,2,8.8,1,2.3,22.2,2,4.7,80,77,joe ingles
1,1,7,0,1.6,13.5,2,4.3,82,85,al jefferson
1,2,22.4,0,0.1,2.1,2,1.6,83,82,gorgui dieng
1,2,7.6,1,3.1,7.4,2,1.4,76,85,john wall
0,2,5,1,1.1,24.1,3,5.4,79,73,paul pierce
0,4,20,4,3.3,22.6,2,4.2,75,73,jose calderon
0,4,9.1,3,4,7.4,2,1.4,73,76,dennis schroder
1,1,10,1,3.1,19.1,2,2,75,73,derrick rose
1,3,13.3,0,1.5,14.1,2,5,85,83,alex len
1,3,6.7,2,2.2,20.1,2,4.7,75,81,monta ellis
1,1,21.1,1,1.1,4.6,2,2.9,80,76,harrison barnes
1,2,15.4,3,2.2,16,2,2.6,75,76,beno udrih
1,1,7.1,1,2.2,5.2,2,2.4,78,85,tyreke evans
0,4,11.1,15,12.1,9.1,2,4.3,75,82,damian lillard
0,2,15.6,0,0.9,23.9,2,4.9,75,81,leandro barbosa
1,4,11.9,2,2.4,10.7,2,2.8,77,80,anthony morrow
1,3,10.4,4,4.5,1.3,2,1.7,78,80,kobe bryant
1,4,11.5,0,2.6,17.8,2,4.7,85,83,jonas valanciunas
1,2,7.9,0,0.7,5.1,2,1.9,83,83,cole aldrich
1,4,14.6,0,0.9,4.6,2,4.7,85,81,marc gasol
0,2,1,0,0.8,23.7,2,5.9,80,80,nicolas batum
1,3,13.2,0,1.3,0.5,2,3.6,82,85,jordan hill
0,3,15.1,0,0.8,25.5,3,6.1,80,80,bojan bogdanovic
1,2,10.8,1,1.4,10.7,2,2.4,79,76,shawn marion
1,2,2.2,1,1.6,11.6,2,4.1,82,82,derrick favors
1,4,8.3,11,14,18.3,2,2.1,76,71,john wall
0,1,8.6,3,4.1,19.7,2,4.7,75,83,monta ellis
0,2,11.7,6,5.7,6.1,2,1.4,77,79,jamal crawford
1,1,10.3,0,1,19.1,2,8.6,80,79,dante cunningham
1,1,22.2,0,3.6,4.1,2,7.9,74,83,jeff teague
0,4,6,2,1.9,16.5,2,4.6,77,75,arron afflalo
1,3,10,0,1,19.2,2,5,81,82,kris humphries
1,3,6,8,4.8,17.3,2,4,74,76,tony parker
0,3,13.5,2,5.5,7,2,1.4,85,83,steven adams
0,4,7.7,1,1.5,8.9,2,0.4,82,82,jonas jerebko
0,2,5.6,1,2.6,14.5,2,5.5,78,78,manu ginobili
0,4,11,1,1.6,22.6,2,4.6,80,79,khris middleton
1,3,15,13,8.9,11.1,2,2.5,74,79,jeff teague
0,2,12.1,2,3.4,0.8,2,1.4,80,83,demarre carroll
0,3,19.7,6,5.7,24.1,3,5.1,76,77,jj redick
1,1,11.6,1,2.4,7.7,2,2.9,82,83,kevin love
0,4,23.1,0,0,21.6,3,4.2,81,73,marcus morris
0,2,2.4,1,4.3,18.6,2,3.4,80,80,trevor booker
0,4,12,3,6.5,4.6,2,1.3,79,81,nick young
0,4,7.1,1,2.9,24.6,3,3.8,75,81,goran dragic
1,2,19.5,0,1.1,25.6,3,5.2,76,79,marcus thornton
0,3,11.5,0,0.6,19.3,2,6.9,81,80,kris humphries
1,3,15.9,2,2.2,3.4,2,3.1,83,83,demarcus cousins
0,2,17.2,5,7.1,22.4,2,5.4,75,74,stephen curry
1,3,12.8,0,0.7,14.8,2,5.5,85,81,marc gasol
1,3,10.3,0,0.8,19.5,2,11.4,85,83,nikola vucevic
1,4,11.1,0,0.7,17.7,2,5.5,85,80,Dirk Nowitzki
0,3,15.4,0,0.8,25.6,3,4.4,73,74,trey burke
0,4,4.8,2,2.1,11.2,2,5.1,79,85,rasual butler
0,4,7.9,0,1,24.1,3,9.3,81,85,patrick patterson
0,3,8.5,0,0.7,25.3,3,6,83,79,charlie villanueva
0,1,18.2,0,0.9,25,3,7.8,77,78,bradley beal
1,1,6.3,0,4.5,4.9,2,1.5,83,81,enes kanter
1,2,14,2,3.6,10,2,4.3,80,82,hollis thompson
1,4,9.7,0,0.8,24.2,3,7.4,76,81,matthew dellavedova
1,3,21,0,0.5,4.8,2,2.5,82,81,anthony davis
0,1,12.9,3,2.8,9.5,2,5.5,77,85,jamal crawford
1,1,10.3,0,0.7,26.4,3,4.2,80,81,mike scott
1,3,5.9,0,0.8,2.1,2,2.4,71,75,shane larkin
0,2,10.2,1,3.3,23.9,3,6.1,78,77,andre iguodala
0,2,19.8,3,3.7,17.2,2,4.4,75,80,russell westbrook
1,1,15,6,6.7,19.3,2,5,75,82,devin harris
1,3,9.2,0,0.8,4.9,2,3.2,81,79,carlos boozer
0,1,3.6,0,-1.2,2.5,2,1.7,83,83,pero antic
0,3,11.1,0,0.8,21.6,2,4.1,74,79,avery bradley
1,1,15.8,0,1,24.5,3,12.4,73,81,patrick beverley
0,1,10.4,1,1.3,8.3,2,2.5,77,77,anthony morrow
0,3,19.2,5,3.6,3.1,2,2.2,77,80,rodney stuckey
0,1,22.5,1,1.7,12.8,2,7.9,82,85,serge ibaka
0,1,14,0,0.7,24.6,3,6.8,83,82,channing frye
0,2,10.3,2,3.3,15.4,2,5.3,83,81,lamarcus aldridge
1,2,9.3,0,0.8,1.3,2,3.5,85,81,kosta koufos
1,3,13.1,2,2.1,5.7,2,3.2,79,85,evan fournier
1,3,6,7,7.6,25.1,3,4,75,81,damian lillard
1,2,17.2,8,7.1,18.1,2,3.7,77,79,james harden
1,2,16.3,1,1.6,22.8,3,4.6,79,81,klay thompson
0,4,21.4,1,2.1,25.4,3,4.3,79,75,evan fournier
0,3,5.4,19,18.3,25.3,3,5.8,78,82,tyreke evans
0,2,14,1,2.5,7.9,2,1.9,82,81,blake griffin
0,1,7.9,1,2.3,1,2,1,82,80,chris andersen
0,2,12.22,0,1.1,24.7,3,6.1,79,77,jimmy butler
1,3,17.8,0,1.2,6.1,2,2.9,82,81,blake griffin
1,1,6,6,7.7,0.8,2,2.9,80,83,rudy gay
1,3,10.3,0,1.3,23.3,3,15.9,80,79,jerami grant
0,3,13.3,0,1.1,24.4,3,6.8,80,81,luc mbah a moute
0,3,24,0,1.6,0.3,2,0.1,83,81,charlie villanueva
0,1,1.9,0,1.2,25.3,3,7.5,74,71,norris cole
1,2,21.5,4,3.6,2.3,2,4.4,75,79,goran dragic
0,4,7.6,0,0.1,3.3,2,2.9,78,80,vince carter
0,4,15.3,0,0.9,22.3,3,5.4,83,81,enes kanter
0,2,9.8,0,0.7,23.1,3,4.9,80,75,kyle singler
0,1,10.9,1,2.1,23.3,3,2.3,76,75,jrue holiday
1,4,11.1,16,13.2,6.2,2,1.1,73,74,dennis schroder
0,3,5.5,0,1.2,24.9,3,6.1,80,83,paul millsap
1,3,11.4,0,0.2,1.7,2,2.5,83,83,andre drummond
1,1,14.2,11,10.1,6,2,1.2,74,75,norris cole
0,1,7.6,3,3.7,23.6,3,3.7,76,78,dwyane wade
1,1,16.5,0,0.8,11.6,2,4.2,83,85,marcin gortat
1,2,17.7,4,2.6,4.7,2,1.2,75,80,donald sloan
1,4,5.2,0,0.6,3.6,2,1.7,80,85,udonis haslem
1,4,7.1,0,0.8,22.7,3,3.2,73,74,brian roberts
1,4,7.6,0,1.1,2.7,2,2.2,81,81,carlos boozer
1,3,8.3,0,0.7,23.3,3,7.3,81,79,darrell arthur
1,4,4.8,0,0.8,19.3,2,5.5,85,85,timofey mozgov
0,3,4.4,4,3.7,25.7,3,3.4,77,76,jamal crawford
0,4,7.9,1,1,23.6,3,4.2,73,73,kyle lowry
0,2,8.6,1,1.6,25.1,3,4.2,78,77,greivis vasquez
0,1,8.3,0,0.9,25.1,3,5.9,83,79,pero antic
0,2,11.4,2,3.4,21.4,2,2.5,79,78,nick young
0,4,15,7,5.8,5.4,2,1,78,74,dante exum
1,2,1.4,26,23.2,28.2,3,3.5,73,76,lou williams
1,3,13,7,7.4,24.1,3,6.7,73,85,mike conley
1,2,6.4,2,1.8,5.8,2,2.6,75,82,derrick rose
1,3,12.5,3,3,23.4,3,8.9,75,79,russell westbrook
0,4,13.6,0,0.8,25.8,3,4.3,80,77,bojan bogdanovic
0,2,15.6,0,0.6,9.6,2,4.8,85,85,donatas motiejunas
0,3,5.9,2,4.8,9.7,2,2.9,80,75,rudy gay
0,1,11.5,2,2.5,16.8,2,3.2,80,81,kyle singler
0,3,4.5,0,0.8,22.3,3,5.2,75,76,brandon knight
0,2,15.3,10,8.6,11.7,2,3.4,76,76,elfrid payton
0,2,24,0,2.9,1.1,2,0.5,86,85,roy hibbert
1,2,13.5,0,2.1,2.9,2,0,81,80,taj gibson
0,4,14.6,0,0,0.4,2,2.6,85,80,steven adams
0,3,17,0,0.7,25.3,3,4.5,79,76,gerald green
1,2,12.5,0,0.7,19.5,2,4.5,85,77,jason smith
1,1,15.7,2,3.4,17.5,2,4.3,77,79,lance stephenson
0,2,7.8,0,1.6,24.6,3,6.8,80,81,bojan bogdanovic
0,3,4.6,3,3.5,18.7,2,4.3,76,76,john wall
0,1,22.8,1,2.9,3.1,2,3.9,74,78,ronnie price
0,3,4,1,1.5,27.6,3,3.9,80,82,gordon hayward
0,3,12.22,1,2.2,8.6,2,1.8,79,79,rasual butler
1,1,9.2,1,2,1.7,2,3.1,83,80,dwight howard
1,2,7.4,0,0.6,25.2,3,3.8,77,78,ben mclemore
1,2,18.6,0,0,1.8,2,2.2,78,79,pj tucker
0,2,9.5,0,0.6,7.6,2,2.6,83,81,tim duncan
1,4,4,0,0.7,24.6,3,10.2,83,73,channing frye
1,1,19.7,0,1,24.6,3,14.4,81,73,robert covington
0,4,17.1,0,0.5,2.9,2,2.7,81,85,jared sullinger
1,4,8.3,2,1.7,3.1,2,2,77,82,bradley beal
0,3,5.9,0,0.9,20.7,2,3.4,80,80,robbie hummel
0,1,17.9,3,3.3,5.5,2,3.5,79,82,matt barnes
1,4,4,0,0.8,22.3,3,7.3,77,82,ben mclemore
0,4,10.7,4,4.4,8.5,2,2.4,86,82,alexis ajinca
0,2,13.5,1,2.2,16.5,2,3.4,73,75,trey burke
1,3,16.1,11,9.4,18.8,2,2.9,75,75,stephen curry
0,1,0.5,0,0.9,22.2,3,4.9,73,73,patrick beverley
0,4,14.1,0,0.8,24.5,3,3.2,79,81,klay thompson
0,2,7.1,3,3.3,2.5,2,4.7,81,81,james johnson
1,2,8.1,1,2.3,20.8,3,7,79,81,kyle korver
0,3,21.5,1,1.5,4.7,2,0.6,81,81,omri casspi
1,4,10.5,15,14.4,7.6,2,3.2,75,81,reggie jackson
0,2,12,0,1.8,2.5,2,1.9,82,82,jordan hill
1,1,24,0,0.7,1.6,2,1.7,81,80,tobias harris
0,3,9.8,1,3.6,6.7,2,0,82,80,al jefferson
0,2,7.4,0,0.6,25.1,3,3.7,78,73,nik stauskas
1,3,3,0,0,2.4,2,1.5,85,79,brook lopez
1,3,5.9,0,1.7,24.4,3,2.9,73,73,chris paul
0,6,10.5,0,1,21.6,3,9.1,82,81,chandler parsons
1,4,15.8,0,0.9,24.3,3,8.5,73,78,eric bledsoe
0,2,18.7,0,0.7,4.9,2,2.8,78,80,kj mcdaniels
1,1,1,1,4.9,20,2,2,79,80,jimmy butler
0,3,16.1,0,0.6,6.7,2,2,81,85,jj hickson
1,1,7.8,0,0.7,3.2,2,2.7,82,80,jon leuer
0,4,18.4,0,0.9,18.3,2,4.8,82,75,derrick favors
0,4,20.3,2,1.9,19.9,2,5.8,77,79,lance stephenson
0,1,10.7,3,4,14.3,2,4,82,83,chandler parsons
0,3,16.5,4,6.3,16.9,2,4.6,73,75,darren collison
1,2,12.3,1,1.6,3.8,2,1.3,85,83,cody zeller
0,2,18.1,1,1.6,24.4,3,3.5,79,75,wesley johnson
1,2,14.3,3,2.7,16.7,2,2.2,77,79,O.J. Mayo
0,1,13.5,13,10.8,3.7,2,1.4,73,83,patrick beverley
0,2,20.6,1,1.4,23.3,2,3.6,76,77,kirk hinrich
1,1,13.5,0,1.2,23.8,3,5.1,80,83,demarre carroll
1,4,22,0,2.8,1.2,2,1.6,85,83,kelly olynyk
0,1,18.7,6,6.4,5.1,2,2.2,83,83,demarcus cousins
1,1,2.4,0,2.3,2.1,2,0.6,82,80,Amar'e Stoudemire
1,1,11.9,2,3.6,21.5,2,5.9,81,85,jeff green
0,2,17.2,2,2.9,6.2,2,3.2,76,79,john wall
0,1,12.22,2,4.9,9.6,2,3.5,81,76,carlos boozer
1,1,3.5,20,17.4,14.4,2,4.6,73,83,dennis schroder
1,2,10.7,0,0.7,24.2,3,6.9,77,78,kentavious caldwell-pope
1,3,12.7,0,0.6,18.8,2,4.3,85,75,Dirk Nowitzki
0,4,6.8,5,5.1,4.3,2,2.7,79,85,nick young
0,3,1,1,1.8,38.4,3,2.4,78,79,cj miles
0,2,6.2,0,0.9,25.2,3,3.8,81,78,robert covington
1,3,8.8,2,2.3,4.9,2,3.1,83,75,john henson
1,1,12.5,0,0.8,21.6,2,6.1,83,82,kevin garnett
0,3,9,0,0.8,5.1,2,1.6,83,83,marcin gortat
1,1,2,11,9.2,18,2,4.9,73,75,kemba walker
1,3,4.6,0,0.7,23.5,3,5.6,79,82,joe johnson
1,1,9.8,3,4.8,4.9,2,4,85,73,steven adams
0,4,23,0,0.2,24.8,3,3,79,78,tony snell
1,4,20.2,1,1.8,5.5,2,23.8,78,78,alonzo gee
0,4,8,0,0.9,20.4,2,2.9,76,76,marcus thornton
0,2,7.3,2,4.1,8.5,2,3.6,83,83,andre drummond
0,3,3.4,1,2.4,24,3,3.6,82,82,serge ibaka
0,2,2.7,0,0.9,22.5,3,3.8,80,78,otto porter
1,5,8.6,0,1.1,24.5,3,13.1,82,76,markieff morris
1,1,19,6,4.7,16.6,2,5.1,77,79,lance stephenson
1,1,12.1,2,1.8,4.5,2,5,73,85,eric bledsoe
1,4,14.3,0,1.3,3,2,1,85,85,alex len
0,2,18.3,6,5.4,4.6,2,2.6,80,73,demarre carroll
1,2,12,0,1.2,23.8,3,6.3,80,83,luc mbah a moute
1,1,10,2,4.2,5.6,2,2.5,81,82,amir johnson
0,1,13.3,1,1.4,24.6,3,6.6,76,74,matthew dellavedova
0,1,21.6,0,1.1,24.5,3,2.6,74,76,mario chalmers
1,1,12.1,0,0.7,4,2,5.3,85,85,tyler zeller
0,1,14.7,2,3.3,9,2,2.7,74,80,mario chalmers
0,3,11,6,5.6,9.9,2,2.4,75,74,jarrett jack
1,4,23.3,0,0,1.6,2,2.4,83,83,deandre jordan
1,3,20.6,0,1.2,23.9,3,8.3,76,82,marcus smart
0,4,14.9,1,2.6,4,2,2.4,79,83,solomon hill
1,2,17.9,6,5.8,2.3,2,5.8,73,74,mike conley
0,4,2.6,0,0.7,26.9,3,4.1,79,79,rasual butler
0,2,20.1,0,0.7,22.3,3,5.9,73,79,lou williams
1,3,16.2,0,0.4,1.9,2,1.3,81,81,tristan thompson
0,1,20.7,0,0.7,24.4,3,4.6,79,76,kyle korver
0,3,18.9,0,1,24.2,3,12.6,75,77,monta ellis
1,1,8.7,3,3.4,19.6,2,3.5,80,77,carmelo anthony
0,2,4,17,17,24.7,3,4.4,77,81,james harden
1,2,15.4,3,2.4,4,2,4.2,78,82,michael carter-williams
1,2,3.9,2,4.2,12.6,2,2.5,82,80,Amar'e Stoudemire
1,4,24,0,0.8,1.1,2,0,82,82,aron baynes
1,1,21,0,0.4,2.2,2,4.1,78,82,tyreke evans
0,3,3,1,1.7,4.9,2,2.2,79,83,andre roberson
1,2,16.2,8,7.5,2.2,2,2.6,75,85,kyrie irving
0,1,15.9,0,0.9,23.2,2,4.5,79,82,draymond green
0,4,18.3,0,0.8,18.9,2,6.7,80,75,harrison barnes
0,4,12.1,0,2.5,24.7,3,4.3,82,81,kevin love
1,4,12.1,3,2.4,19.8,2,1.9,79,79,nick young
1,1,19.8,4,3.9,23.8,3,5.8,75,85,stephen curry
1,3,10,0,1,23.3,3,7,77,85,kentavious caldwell-pope
1,1,12.1,2,1.8,12.2,2,3,76,77,jj redick
1,1,10.1,4,3.8,18,2,4.4,78,78,kobe bryant
0,4,11.7,0,0.7,25.7,3,5.6,81,81,luke babbitt
0,3,5,12,12.9,24.3,3,2,75,81,pablo prigioni
1,4,5.7,0,1,24.6,3,8.2,82,80,Kyle O'quinn
0,3,13.6,0,0.8,11.2,2,4.4,85,86,nikola vucevic
1,3,23.2,0,1.2,0.8,2,0.7,83,83,lamarcus aldridge
0,4,15.6,1,2.7,11.8,2,3.3,78,82,michael carter-williams
0,4,8.2,3,5.7,6.7,2,1.6,85,85,marc gasol
0,1,12.2,0,3.6,16.5,2,4.8,83,83,tim duncan
0,6,20.3,0,1.3,23.5,3,5.2,79,79,tony snell
1,3,13.4,3,3.7,3.4,2,0.1,81,81,jeff green
0,2,15.2,1,2,4.2,2,1.9,81,83,carl landry
0,1,16.5,8,7.1,19,2,3,73,75,kemba walker
1,3,16.9,1,1.8,11.6,2,2.8,77,77,wesley matthews
0,1,8.9,3,5.3,11.5,2,3.8,81,81,aaron gordon
1,1,15.3,1,2.3,18.4,2,5.1,79,81,paul pierce
0,3,13.6,11,8.6,9.5,2,2.2,73,71,patrick beverley
0,1,12.1,0,0.8,22.6,3,3,80,77,khris middleton
0,4,19.4,2,2,7.2,2,2.4,75,76,russell westbrook
1,2,8.7,0,0.6,3.3,2,1.9,85,73,tyson chandler
1,1,24,0,1.1,2.1,2,0.8,76,85,victor oladipo
0,2,15.2,4,3.5,3.9,2,1.9,76,83,victor oladipo
1,4,10.4,4,3.1,4.1,2,1.9,79,80,klay thompson
1,2,16.5,8,7.8,2.3,2,1.4,77,83,james harden
0,3,10.7,0,0.8,24.6,3,8,81,75,jeff green
1,3,24,0,0.1,0.4,2,0.5,82,81,aron baynes
0,2,13,5,5.3,6.1,2,1.6,83,83,greg monroe
1,2,15.9,0,0.7,2.5,2,3.7,83,79,john henson
1,3,8.3,0,0.2,2.9,2,2.7,83,83,zaza pachulia
1,2,7.4,3,3.4,2.1,2,2.6,83,83,greg monroe
0,4,7.9,2,5.8,6.2,2,2.4,85,79,Dirk Nowitzki
0,4,12.22,0,0.5,9.3,2,1.7,75,75,jeremy lin
0,4,22,0,0.8,24.8,3,8.6,79,80,klay thompson
0,4,18.5,3,3.7,24.7,3,5.1,79,75,terrence ross
1,2,15.7,10,8.1,17.1,2,5,73,76,chris paul
0,4,13.3,14,10.5,10.4,2,1.5,73,77,chris paul
0,3,11.7,2,3.9,3.7,2,0.7,81,81,james johnson
1,3,7.8,1,4.2,14.7,2,2.8,85,85,Dirk Nowitzki
1,3,6,0,0.6,3,2,5.5,85,80,andrew bogut
0,4,11,5,4.7,26.6,3,5.5,75,75,jeremy lin
0,3,17.7,0,1.1,24.6,3,5.1,74,82,cj watson
1,3,13.9,1,1.4,4,2,1.4,85,81,pau gasol
0,3,8.1,0,1,18.6,2,4.9,83,82,lamarcus aldridge
0,4,14.2,10,10.1,14.1,2,2.4,75,75,kyrie irving
0,2,17,0,0.8,24.2,3,2.5,79,71,wesley johnson
0,1,14.2,0,3.2,2,2,1.7,85,85,tyler zeller
0,3,3.4,2,4.2,24.7,3,5,75,79,brandon knight
0,3,9.1,0,0.8,24.3,3,3,79,79,wesley johnson
0,4,9.3,4,3.6,2.5,2,1.3,78,85,tyreke evans
0,2,13.8,2,3.2,18.4,2,7.1,80,73,joe ingles
0,4,23.2,0,1.4,24.2,3,8.4,75,73,stephen curry
1,4,15.3,0,1.1,25.6,3,12.9,80,81,paul millsap
1,3,9.7,1,2,4.1,2,1.5,81,83,amir johnson
1,2,20,0,1.2,3.8,2,27.3,80,75,trevor ariza
0,2,10.6,1,3.1,8.4,2,2.1,83,80,cole aldrich
0,1,12,0,0.7,25.7,3,4,78,80,tim hardaway jr.
1,3,12.2,1,2.8,23.1,3,5.2,78,78,pj tucker
0,3,6.1,2,2.6,19.4,2,3.4,73,82,chris paul
1,4,8.8,0,1.1,16.2,2,1.5,77,78,marco belinelli
0,2,15.1,0,1.2,20,2,10.8,82,79,serge ibaka
1,1,14.8,0,0.7,22.6,3,4.5,81,79,luke babbitt
1,3,14.7,0,0.5,21.2,2,3.9,79,75,klay thompson
1,4,2,2,2.5,6.7,2,1.8,77,78,kent bazemore
0,2,2.5,0,0.8,18,2,3.9,80,83,udonis haslem
1,1,18.4,1,1.4,17.4,2,4.7,79,80,kawhi leonard
1,3,10.3,0,0.7,8,2,2.5,83,85,cole aldrich
0,2,2,1,1.6,12.4,2,2.6,75,75,kyrie irving
1,4,20,0,0.8,4.6,2,3.2,78,79,pj tucker
1,3,9.7,5,5,9,2,1.7,81,79,jeff green
1,2,16.1,0,-0.1,23.1,3,9.3,73,76,lou williams
1,2,1.7,2,8,7.7,2,1.5,81,85,kevin seraphin
1,2,8.4,0,1.1,1.2,2,2,81,81,omri casspi
1,4,24,0,0.1,3.5,2,3,83,77,greg monroe
1,3,12.1,0,0.9,25.1,3,8,75,75,jose calderon
1,3,8.5,4,5.3,5,2,1.8,82,82,aron baynes
1,3,21.2,0,0.6,3.4,2,5.5,82,80,kevin love
0,3,5.6,0,1.2,24.8,3,15.7,82,74,kevin love
1,4,14.5,0,3.5,10.3,2,4.2,86,81,alexis ajinca
0,4,13,12,10.2,5.5,2,1.5,75,80,damian lillard
1,2,12.4,0,2.5,15.4,2,5,83,85,greg monroe
1,1,15.1,1,1.6,8.2,2,1.6,85,73,donatas motiejunas
1,1,6.6,0,0.8,17.3,2,5.7,80,80,dante cunningham
0,4,12.22,1,2,9.3,2,2.5,73,79,lou williams
1,3,12.22,11,11.2,4.6,2,3.1,75,79,derrick rose
0,4,24,0,0.5,4.7,2,3.7,75,80,damian lillard
1,1,22.6,0,1.4,2.3,2,0.4,81,83,jared sullinger
0,2,4.2,1,1.7,19.4,2,0.7,74,75,jeff teague
1,2,20.6,2,3.2,2.8,2,5.7,75,76,pablo prigioni
0,1,24,1,4.3,6.4,2,4.1,83,76,gorgui dieng
1,2,4,8,6.7,17,2,3.4,79,80,joe johnson
0,1,23,1,1.9,3.3,2,1.9,83,85,greg monroe
1,1,3.6,1,3.5,5.2,2,2.3,85,85,pau gasol
0,4,10.7,0,1.1,23.3,3,9.6,77,82,ben mclemore
1,5,19.2,0,1.9,1.8,2,0,76,76,dwyane wade
1,2,10.5,2,2.7,16,2,3.9,73,83,chris paul
0,3,21,1,1.8,3.2,2,3.1,77,74,courtney lee
1,3,12.1,0,0.9,17.6,2,7.9,85,73,jason smith
0,4,15.7,0,0.5,5.7,2,2.2,77,78,ben mclemore
1,4,8.7,0,1,23.1,2,13.5,81,85,marcus morris
0,3,13,4,2.8,16.5,2,3.8,79,77,evan turner
1,2,6,10,10.2,3.5,2,1.6,78,81,tyreke evans
0,2,16.4,8,7.9,25.4,3,3.7,79,78,nick young
1,1,21.6,0,1,1.6,2,2.1,80,82,joey dorsey
0,3,10.2,0,1,19.7,2,6.8,80,81,thaddeus young
