fgm,period,shot_clock,dribbles,touch_time,shot_dist,pts_type,close_def_dist,shooter_height,defender_height,player_name
1,3,13.9,1,1.2,8.6,2,3.2,80,81,paul millsap
1,2,10.8,0,0.7,24.6,3,4.7,83,79,charlie villanueva
0,1,16.3,0,2.7,24.4,3,4.1,78,77,kobe bryant
0,4,13.2,0,0.6,6.6,2,3.4,80,77,mike scott
0,1,18.6,0,1,24.5,3,5.5,79,77,terrence ross
1,4,10.8,0,1.9,25.6,3,5.8,78,79,tim hardaway jr.
0,1,2.6,1,4.3,10,2,2,82,82,anthony davis
1,3,18,5,4.1,2.3,2,5.2,73,76,brandon jennings
0,2,7.7,1,1.7,16.8,2,8,82,80,jordan hill
0,4,14,2,3,23,2,3.3,73,76,lou williams
0,3,15.4,0,1.5,18.5,2,2.7,82,73,Kyle O'quinn
1,3,12.7,0,0.9,3.7,2,1.8,81,81,jj hickson
1,2,19.6,5,5.9,1.5,2,3.7,80,80,boris diaw
1,1,15,0,0.4,18.6,2,5.2,85,81,Dirk Nowitzki
1,2,18.6,6,5.2,24.5,3,6.5,74,73,jeff teague
1,4,10.6,0,0.9,23.1,3,5.4,80,78,bojan bogdanovic
0,2,2.3,3,4,2.9,2,1.7,78,82,tyreke evans
0,1,14.2,0,0.9,12.1,2,4.1,77,79,rodney stuckey
1,2,15,9,7.4,20.6,2,7.9,76,75,john wall
0,4,1.7,0,0.7,27.2,3,4.4,74,78,norris cole
1,2,8.7,1,3.2,12.7,2,4,85,80,marc gasol
0,3,4.4,2,2.2,5,2,2.3,73,79,mike conley
0,2,6,0,1.1,3.8,2,2.1,79,85,chase budinger
0,2,16.9,0,0.9,24.5,2,5.3,81,79,marvin williams
0,3,5,0,0.7,26,3,5.3,78,81,tim hardaway jr.
0,1,3.3,0,1.1,20,2,5.1,83,81,kevin garnett
0,1,12.1,0,4.7,13.1,2,4.2,85,83,jason smith
1,3,24,0,0.4,2.7,2,0.6,80,81,harrison barnes
1,3,18.3,6,5.1,23.9,3,7.7,73,83,brandon jennings
1,4,14.8,1,1.4,12.7,2,4,81,83,tobias harris
1,2,13.6,0,1.3,20.7,2,7,80,82,derrick williams
0,4,12.6,7,6.8,25.1,3,3.4,76,76,wayne ellington
0,5,3.5,7,7.1,20.9,2,5,73,83,kyle lowry
0,1,7,2,2.4,3,2,2.4,74,85,norris cole
1,1,2.6,0,0.8,25.6,3,5.7,79,81,draymond green
0,1,11.7,0,5.4,4.8,2,1.3,74,81,avery bradley
1,2,14,0,0.5,1.5,2,2.7,85,77,jusuf nurkic
0,1,6.5,0,1,24.6,3,6.5,74,81,jeff teague
1,1,5.4,0,1.1,3,2,1,81,80,zach randolph
0,4,6.6,1,2.3,3,2,0,77,83,arron afflalo
1,3,1.8,7,10.5,8.1,2,2.7,80,82,rudy gay
1,2,12.2,0,0.9,24.7,3,4.2,79,77,nick young
1,4,20.8,0,0.9,25.4,3,5.5,80,73,trevor ariza
0,3,4.8,3,2.6,1.2,2,0.5,76,83,jrue holiday
0,2,11.1,0,0.6,7.7,2,3,83,85,marcin gortat
0,2,16,2,8.7,8.4,2,3.2,81,82,jared sullinger
0,4,6.9,3,2.8,21.7,2,3.9,75,75,reggie jackson
0,4,7,1,1.9,26.1,3,2,73,77,mo williams
1,2,11.2,2,2.8,13.4,2,2.2,73,73,mo williams
0,2,13.8,0,9.8,1.1,2,5.8,85,85,tyson chandler
1,4,10.3,0,0.9,24.5,3,3.4,83,82,chris bosh
1,3,9.4,0,1.2,24.4,3,11.7,77,81,kentavious caldwell-pope
0,1,6.5,1,2.8,19.5,2,4.4,79,78,wesley johnson
1,2,14.6,0,0.7,8.6,2,3.9,83,85,cole aldrich
1,1,13.6,0,0.4,0.4,2,2.6,82,75,ryan anderson
1,3,21.1,0,0.8,24.5,3,4.1,76,82,jj redick
1,1,11.4,2,6.1,3.4,2,3.3,80,76,rudy gay
1,2,15.2,2,2,4.8,2,2.4,75,73,ramon sessions
1,4,11,1,1.9,4.6,2,1.1,82,85,anthony davis
0,2,10.3,0,1.2,24.2,3,12.9,79,81,kawhi leonard
0,2,1,12,9.9,21.8,2,2.2,75,75,derrick rose
1,2,12.1,0,0.9,25.8,3,6.7,78,85,cj miles
0,1,9,1,2.6,11.3,2,0.7,75,73,brandon knight
0,2,14.5,0,0,1.1,2,2,83,83,nerlens noel
0,3,17.1,0,1.8,13.6,2,6.2,83,85,nerlens noel
1,2,16,9,8.6,25.5,3,3.8,73,73,aaron brooks
1,3,23,0,-0.1,1.8,2,3.2,83,80,deandre jordan
1,2,20.5,6,4.5,3.5,2,2.8,82,73,blake griffin
0,1,15.8,0,0.8,17.5,2,3,77,76,arron afflalo
0,2,19.4,0,1,24.5,3,7.1,77,81,wesley matthews
0,2,13.8,0,0.9,25.5,3,2.6,76,75,marcus thornton
1,1,12.22,2,5.6,6.9,2,0.6,81,83,taj gibson
1,2,3,0,3.2,6.1,2,2.5,82,77,markieff morris
1,4,9.1,0,0.7,17.7,2,5.2,82,83,anthony davis
1,3,24,0,0.1,1.2,2,2.4,82,83,ed davis
1,4,18.1,3,3.5,1.8,2,1,81,80,marcus morris
1,3,13.5,1,2.2,5.7,2,2.8,85,85,cody zeller
0,3,21.4,0,1.4,25,3,11.4,77,82,wesley matthews
0,1,12.4,1,1.6,7,2,1.5,74,73,norris cole
0,1,11,0,1,17.2,2,5.1,85,81,chris kaman
0,3,20,0,4.5,5.8,2,3.1,83,83,cole aldrich
1,4,17.5,0,0.8,24.9,3,3.6,79,76,rasual butler
0,2,12.6,0,0.8,19.6,2,3.3,75,79,ben gordon
0,3,7,2,2.6,5.1,2,2.8,77,79,lance stephenson
1,1,20.2,0,3.7,3.1,2,2.5,83,73,giannis antetokounmpo
0,2,1,10,8.4,29.4,3,3.7,74,73,jeff teague
1,2,13.2,0,0.8,2.5,2,3.3,81,81,Al-Farouq Aminu
1,4,14.4,0,0.7,0.9,2,4.7,80,85,brandon bass
1,3,14,0,1.1,24.2,3,9.1,85,81,kelly olynyk
0,4,15.2,0,1.1,17,2,11.5,81,80,glen davis
1,3,21.8,2,3.5,8.2,2,3.1,83,76,lamarcus aldridge
0,4,5,1,2,13.2,2,4.9,76,76,kirk hinrich
1,3,20.3,1,2.2,2.3,2,12.1,71,85,ty lawson
1,3,24,0,1.6,1,2,2.3,81,81,amir johnson
0,4,8.2,7,6.2,23.4,2,3.9,76,81,gary neal
0,1,18.1,7,6.8,7.6,2,1.8,76,76,marcus thornton
0,4,16.4,0,0.7,24.5,3,6.5,79,81,terrence ross
1,3,15.2,0,1.2,24.4,3,4.4,78,73,kobe bryant
0,3,21.3,3,4.5,7.4,2,3.1,74,75,mario chalmers
0,1,10,1,2.3,10.9,2,3.7,82,83,ed davis
0,3,10.3,0,0.9,25,3,7.9,78,77,danny green
0,3,16.5,1,2.1,20.6,2,6.5,85,79,Dirk Nowitzki
1,3,3.1,2,4.7,18.9,2,8.8,85,73,omer asik
0,1,5,1,1.8,17.8,2,4.4,80,83,anthony bennett
0,1,19.9,2,3.5,24.6,3,6.2,75,82,derrick rose
1,4,10.1,0,0.7,6.8,2,4.5,80,80,thaddeus young
1,2,9.6,2,2.8,8,2,1.2,83,83,tim duncan
1,4,22,0,2.3,3.1,2,3.4,80,79,trevor booker
0,3,15.2,2,2.7,4.1,2,3.7,78,83,tyreke evans
0,4,19.4,2,2.7,24.4,3,5.1,76,79,marcus thornton
0,2,11,0,0.8,15.3,2,6.5,83,82,zaza pachulia
0,3,6.7,0,1,18.9,2,6.6,82,83,al jefferson
1,5,19.8,0,0.9,25.3,3,4.6,79,80,terrence ross
1,4,9.7,0,1,24.5,3,5.6,77,73,jamal crawford
0,4,5.4,4,2.6,4.4,2,0.9,74,74,tony parker
1,1,20,3,3.6,2.7,2,3.8,75,81,derrick rose
0,3,5,4,4.1,9,2,2.8,80,80,andrew wiggins
1,4,16.5,0,1.1,25,3,4.4,75,81,derrick rose
1,3,6.1,0,0.8,20.4,2,4.5,80,82,paul millsap
1,1,13.3,0,0.9,0.5,2,5.2,83,83,deandre jordan
0,4,10.4,16,13.3,26.2,3,4.3,73,79,mo williams
1,2,12.22,3,3,15.3,2,4.9,76,85,wayne ellington
1,1,17.3,0,1.7,12,2,4.5,85,78,Dirk Nowitzki
1,3,21,1,2.2,2.3,2,2.9,75,75,goran dragic
1,1,16.3,0,0.1,3.4,2,1.3,79,76,terrence ross
0,2,23,0,0.2,1.2,2,1.6,86,85,roy hibbert
1,1,17.5,0,0.9,23.9,3,4.9,73,75,kemba walker
1,3,19,0,1,22.3,3,9.9,75,75,monta ellis
1,1,12.5,3,4.8,3,2,1.4,83,86,jason thompson
1,2,17.3,9,6.4,8,2,2.7,78,75,michael carter-williams
0,4,2.7,1,1.6,23.7,3,4.9,78,81,kj mcdaniels
1,2,8.8,2,3.9,15.2,2,3.3,80,79,andrew wiggins
1,3,14.6,0,1,25.6,3,7.6,77,80,james harden
0,3,14.1,0,0.9,3.6,2,2.3,82,85,anthony davis
1,1,4.1,11,10,19.7,2,6.5,77,80,kentavious caldwell-pope
0,5,4,2,2.4,24.7,3,5.6,75,80,jose calderon
1,4,17.4,8,7.2,17.4,2,4.5,73,75,dennis schroder
1,1,15.4,0,3.8,14,2,3.3,85,80,jason smith
1,3,15.4,2,2.5,20,2,6.6,75,77,monta ellis
0,3,24,0,0.1,2,2,1.7,81,75,carlos boozer
1,4,11.2,0,0.2,2.3,2,6.1,82,76,jordan hill
0,4,8,2,6.9,26.4,3,5.3,73,73,trey burke
1,3,19.8,0,0.7,2.8,2,4.2,82,81,Amar'e Stoudemire
0,3,16.1,0,0.8,25,3,8.6,75,82,damian lillard
1,1,16.9,0,0.8,24.3,3,5.6,79,76,gerald green
0,4,13.5,1,3.3,24.6,3,5.3,71,73,ty lawson
1,2,24,0,0.3,0.5,2,1.8,81,78,tristan thompson
1,1,21,0,0.5,4.6,2,3.8,85,85,nikola vucevic
0,3,9.8,2,3.1,11.5,2,4.8,82,80,markieff morris
0,3,20.3,1,2.6,24.4,3,4.1,73,73,lou williams
0,3,8.7,2,4.3,8.1,2,3,81,81,luis scola
0,1,23.7,0,0,25.8,2,16,80,80,andrew wiggins
0,4,19.9,0,0.9,24.5,3,4.9,73,79,trey burke
1,3,15.9,0,0.8,17.8,2,12.6,85,82,jason smith
1,7,15,0,0.4,15.4,2,3.5,77,77,marco belinelli
0,1,7.2,0,1.1,19.5,2,6.2,82,80,blake griffin
0,2,7.8,2,4.6,6.2,2,2.4,80,82,thaddeus young
0,4,11,1,2.1,6.6,2,0.2,78,79,kobe bryant
1,3,9,3,2.7,8.2,2,3.2,80,85,rudy gay
0,2,11.8,1,2.6,4.5,2,1,81,85,tristan thompson
1,1,15,2,6.5,7.8,2,2.9,82,83,blake griffin
0,4,14.1,3,3.5,24.2,3,4.3,77,82,wesley matthews
0,1,13.8,3,4.5,18.1,2,7.7,82,83,blake griffin
0,2,10.2,0,0.7,22.2,3,6.2,79,78,shawn marion
1,2,15.6,0,1.1,4.1,2,0.6,81,75,luis scola
1,2,0.3,0,2,7.9,2,6.1,80,79,rudy gay
0,2,6.7,0,1,25.8,3,11.4,82,80,jonas jerebko
0,4,12.5,3,3.1,2,2,0.7,80,81,luc mbah a moute
0,1,1.9,0,1,6.2,2,0.1,79,75,shaun livingston
0,2,12.22,0,0.9,4.9,2,2.4,82,79,ryan anderson
0,4,8.8,2,4.3,19,2,4.7,75,78,derrick rose
1,2,8.3,0,0.9,25.7,3,5.3,78,78,kj mcdaniels
1,3,9.4,4,8.8,11.5,2,6.6,73,82,mo williams
0,4,7.7,0,1.2,16.6,2,4.2,81,79,darrell arthur
1,3,22.2,4,3.5,3.1,2,3.5,73,76,eric bledsoe
0,1,19.3,0,0.9,25.1,3,6,78,78,danny green
1,3,9.9,3,3.7,11.6,2,3.8,75,75,damian lillard
1,2,16.6,0,1.2,5.5,2,1.4,82,85,ed davis
1,3,14.6,10,9.3,17.3,2,4.6,73,85,chris paul
1,4,11.4,1,3.1,4.5,2,0.6,79,82,richard jefferson
0,3,9,2,2.5,9.1,2,4.1,81,78,robert covington
0,3,18.5,7,5.4,7.3,2,3.2,75,85,kyrie irving
1,1,21,2,3.5,23.3,2,10.8,79,83,klay thompson
1,2,20.5,1,1.5,1.4,2,4.5,80,82,jerami grant
1,1,14.4,3,2.2,10.8,2,5,79,80,terrence ross
1,1,9.3,0,0.4,2.7,2,5,82,82,anthony davis
0,2,7.6,0,1.3,1,2,2.3,82,85,kevin love
0,2,9.7,0,0.6,25,3,4.1,83,73,charlie villanueva
0,2,9.3,2,2.9,6,2,1.9,80,81,lebron james
0,3,18.3,1,2.2,6.1,2,2.4,78,85,garrett temple
1,3,18.6,3,3.3,3.4,2,3.3,78,85,tyreke evans
0,3,11.2,0,1,16,2,4.6,81,82,kris humphries
0,4,8.1,2,2.7,4,2,0.5,81,85,mirza teletovic
0,4,13.7,0,0.7,24.1,3,4.9,80,78,robbie hummel
1,2,20,5,5,3.9,2,0.2,78,85,kj mcdaniels
1,2,4,2,5.4,14.6,2,3.5,81,80,carlos boozer
1,2,14,1,2.8,2.1,2,4.5,81,79,james johnson
1,2,16.6,6,7.8,9.3,2,4.7,75,80,jerryd bayless
0,2,14,0,0.7,17.9,2,4.8,82,80,al jefferson
0,4,3,0,0.9,27.5,3,4.5,79,82,terrence ross
1,2,12.22,3,3.3,1.5,2,3.1,76,76,wayne ellington
0,1,12.7,0,0.8,9.6,2,4.8,82,81,derrick favors
1,1,9.4,0,0.8,25.7,3,4.9,83,81,channing frye
0,2,11.7,10,11.4,2.9,2,2.3,75,83,kyrie irving
0,3,8,0,3.6,21.1,2,5.8,85,85,marc gasol
0,3,7.8,3,2.9,6.3,2,0.5,73,81,dennis schroder
1,3,10.6,5,6.1,14,2,2.8,80,75,trevor ariza
0,2,12.8,3,2.9,6.6,2,2.7,79,79,evan turner
1,4,14,13,10.3,18,2,5.3,75,75,beno udrih
1,2,19.3,2,2,13.8,2,5.7,77,77,anthony morrow
1,3,17.7,0,0.7,20.2,2,2.9,79,82,nick young
0,1,18.7,0,1.4,24.5,3,5,71,76,ty lawson
1,2,8.9,0,1.2,5.9,2,2.1,83,85,dwight howard
1,2,8.7,5,4.6,10.6,2,2,73,77,aaron brooks
1,4,20,0,0.7,24,3,3.3,74,76,avery bradley
1,2,10.5,17,12.7,5.1,2,2,73,85,kyle lowry
1,1,5.5,0,1,21,2,8.2,86,83,roy hibbert
0,3,13.6,0,0.8,12.3,2,5.3,81,81,carl landry
0,1,10.3,1,1.2,7.4,2,2.7,82,82,anthony davis
1,2,12.6,0,0.9,2.5,2,2.8,83,81,mason plumlee
1,1,18.8,0,0.6,3.8,2,5.6,81,83,carlos boozer
0,3,9.1,0,0.5,15,2,4.5,77,76,ben mclemore
1,3,21,3,2.7,0.8,2,2.7,73,75,eric bledsoe
0,2,2.9,5,5.7,24.3,3,3.1,73,75,shabazz napier
1,4,11.7,0,1.4,25.6,3,8.2,73,78,kyle lowry
0,3,1.5,0,2.8,18.2,2,2.1,83,79,chris bosh
1,3,13.3,3,3.9,12.2,2,4.2,79,83,solomon hill
1,2,21.4,1,1.4,3.1,2,13.1,75,78,russell westbrook
1,4,11.9,17,12.3,3.9,2,0.8,73,75,D.J. Augustin
1,4,3.9,0,0.7,21.1,3,11.3,78,80,vince carter
1,2,14.1,11,10.8,5.4,2,1.9,75,83,ramon sessions
1,1,6.8,0,0.8,25.5,3,5.2,75,79,goran dragic
0,2,4.3,0,1,24.8,3,4.9,82,80,Danilo Gallinari
0,3,8.6,0,0.9,22.5,3,8.2,75,73,deron williams
0,4,19.8,5,3.8,6.4,2,1.6,78,82,alonzo gee
1,1,3.4,2,2.4,24,3,7.9,80,81,trevor ariza
1,2,1.8,0,0,4.3,2,1.5,85,82,timofey mozgov
1,3,15.2,0,1.3,25.4,3,13.4,80,74,demarre carroll
0,1,10.5,0,1.3,10.8,2,4.9,83,80,zaza pachulia
1,2,3.3,0,0.7,23.9,3,3.7,75,73,kyrie irving
1,3,3.6,1,2,25.7,3,2.7,78,77,tim hardaway jr.
1,2,11.6,16,11.9,6,2,3.1,73,75,D.J. Augustin
1,2,4.9,8,6.5,3.7,2,1.8,73,82,aaron brooks
1,1,4,0,0.9,25.2,3,6.1,73,76,kemba walker
0,3,7.8,0,1.2,23.4,3,5.4,81,80,tobias harris
0,2,11.2,0,1.4,5.6,2,0.7,80,76,otto porter
1,1,4,0,1.4,25,3,12,73,76,darren collison
1,1,10.8,0,3.6,18.3,2,4.5,79,81,jimmy butler
1,3,14.5,2,3.6,18.5,2,2.6,77,73,wesley matthews
0,1,18,1,1.6,15.9,2,3.3,79,78,paul pierce
1,3,16.3,4,4.3,12.7,2,2.7,79,81,evan turner
0,1,16.4,2,1.7,1.6,2,2.6,74,83,mario chalmers
1,1,11.6,0,1,6.9,2,2.3,82,82,serge ibaka
1,3,24,1,1.1,0.5,2,6.1,85,79,tyson chandler
0,1,1,3,2.6,14.8,2,2.1,73,73,shabazz napier
1,2,15.1,11,9.4,15,2,5,73,80,aaron brooks
0,3,6.8,11,11.9,15.3,2,5.5,77,83,bradley beal
0,2,14.3,2,3.4,2.6,2,0.8,78,81,manu ginobili
1,4,9.7,2,1.7,24.2,3,4.6,81,83,chris copeland
0,1,18.7,1,2.4,2.3,2,2,80,81,khris middleton
1,3,0.3,0,1.2,26.3,3,8.7,83,76,pero antic
0,3,13,2,5.2,10.9,2,2.2,82,85,anthony davis
1,4,14,0,0.8,22.8,3,5.6,82,81,serge ibaka
1,3,16.7,0,0.7,2.4,2,2.5,85,79,tyler zeller
1,1,14.7,6,6.4,14.3,2,3.2,75,75,deron williams
1,4,18.7,1,1.2,15.4,2,6.9,85,81,spencer hawes
0,1,10.8,1,2.7,18.2,2,7.4,83,85,zaza pachulia
1,3,9.8,4,5.1,8.4,2,2.5,85,81,donatas motiejunas
1,2,5.3,7,5.1,0.8,2,5.1,73,83,aaron brooks
1,1,12.6,1,1.5,25.4,3,3.9,73,69,mo williams
0,3,17.1,6,6.9,24.5,3,4.5,81,79,tobias harris
1,1,16.8,8,7,17.2,2,3.6,73,75,darren collison
1,2,18.7,0,1.6,24.5,3,10,83,85,chris bosh
0,4,10.7,3,2.4,10.6,2,2.4,79,82,terrence ross
1,4,8.3,4,4.3,4.6,2,1.9,79,79,paul pierce
0,1,6.6,1,2.1,26.1,3,5.5,82,81,ryan anderson
1,4,5,4,5,17.1,2,2.6,76,78,dwyane wade
1,1,6.4,1,2.3,20,2,3.9,80,79,gordon hayward
0,1,12.1,0,0,12.6,2,8,83,85,nerlens noel
1,3,22.9,2,2.9,3.9,2,16.7,77,80,O.J. Mayo
1,1,14.2,2,5.7,8.2,2,2.1,77,77,wesley matthews
1,4,21.9,0,2.3,3.4,2,0.2,76,81,tony allen
0,3,14.5,2,3.4,17.6,2,5.5,73,71,dennis schroder
0,4,9.3,5,4.6,18.6,2,4.3,75,83,monta ellis
1,3,12,0,0.7,22.8,3,3.9,82,83,serge ibaka
0,4,17.7,0,0.7,25.5,3,3.3,77,79,wesley matthews
1,4,9,2,1.9,9.4,2,4.3,71,76,shane larkin
0,3,13,2,2.7,4.9,2,0.6,82,85,markieff morris
0,2,6.2,0,0.9,24.1,3,3.8,77,77,arron afflalo
0,2,13,0,0.8,26,3,5.4,74,73,jordan farmar
1,2,8.5,2,1.9,5.9,2,2.4,77,85,kentavious caldwell-pope
1,1,14,1,3.8,17.4,2,3.4,79,76,caron butler
0,3,10.3,0,0.8,20.3,2,6.2,81,82,david west
1,3,12.7,0,0.8,23.3,3,5,76,76,jj redick
1,1,2.4,1,2.9,7.2,2,2.5,83,82,gorgui dieng
0,2,10.3,0,0.6,24.9,3,10.8,80,73,andrew wiggins
1,4,18.7,4,3.5,9.7,2,1.9,78,75,tyreke evans
1,3,24,0,0.2,0.8,2,0.3,85,77,alex len
1,1,19.6,4,3.8,1.5,2,0.1,71,79,ty lawson
0,2,13,2,5.4,4.7,2,2.5,78,75,michael carter-williams
0,2,13.8,2,2.5,7.1,2,1.9,83,85,nerlens noel
0,4,14.8,0,0.8,22.1,2,4.3,79,81,wesley johnson
1,3,14.1,0,0.6,0.5,2,4.9,81,86,robert covington
0,2,8.7,0,0.6,23.1,3,2.8,78,75,cj miles
0,1,12.22,5,4.8,11.7,2,1.7,76,75,john wall
1,3,14.5,0,0.4,1.5,2,2.9,81,83,luis scola
0,2,10.6,0,0.8,24.7,3,4.9,77,79,ben mclemore
0,2,15.3,1,1.4,17.2,2,5.1,79,80,michael kidd-gilchrist
1,4,4.3,4,4.8,6.1,2,3.7,76,77,john wall
1,4,6.3,1,1.7,23.3,3,10,77,81,kentavious caldwell-pope
1,4,10,0,0.9,24.6,3,3.9,82,80,chandler parsons
1,2,19.2,4,3.4,5.6,2,1.6,80,83,rudy gay
1,3,12,0,1,5.9,2,3.7,85,83,steven adams
0,2,8.3,2,4.2,20.9,2,5.5,73,75,kemba walker
0,3,12.8,1,1.3,17.7,2,5.5,83,81,kevin garnett
0,4,0.7,0,0.6,24.9,2,5.1,80,81,rudy gay
1,4,5.5,0,1.2,19.7,2,6.2,85,82,marc gasol
1,1,6,0,2.6,1.3,2,0.4,75,82,derrick rose
0,3,9.8,0,0.8,25.8,3,7.6,76,77,wayne ellington
0,2,15.3,0,0.1,25.6,2,4.4,73,75,kemba walker
1,3,9,0,0.9,24.7,3,2.9,80,78,wilson chandler
0,2,21.3,2,3.3,20.7,2,4.3,75,78,kyrie irving
1,1,1.1,7,5.6,24.6,3,3.2,73,75,brandon jennings
1,3,14,0,0.7,10.2,2,5,81,80,kris humphries
0,4,20.2,2,2.6,4.8,2,4.5,76,69,victor oladipo
1,3,3.2,4,6.8,9.1,2,1.6,82,82,markieff morris
1,2,12.9,0,0.5,2.9,2,3.6,79,79,evan turner
0,2,7.7,0,0.6,4.8,2,2.2,82,83,markieff morris
1,4,4.8,0,1.2,1.2,2,1.6,81,82,tristan thompson
1,2,12.22,0,0.6,21.6,3,8,81,83,tobias harris
0,3,10.4,3,3.2,5.9,2,0.4,85,82,chris kaman
1,2,20.4,0,0.6,2.9,2,9.6,82,85,al horford
0,1,18,0,0.6,22.4,3,3.7,80,80,trevor ariza
0,1,17.3,2,3.4,4.9,2,1.8,80,80,rudy gay
0,1,6.3,0,4.4,16.8,2,2.5,81,81,bismack biyombo
1,2,16.5,0,1.1,24.4,3,5.3,78,80,vince carter
0,4,0.1,0,0.6,26.1,3,4.1,80,78,robbie hummel
0,3,6.6,0,0.1,4.3,2,4.1,83,77,demarcus cousins
0,3,18.7,6,4.8,1,2,0.8,73,82,mo williams
1,1,19.1,0,1.2,3.2,2,3.8,80,80,paul millsap
1,4,24,0,0.4,2,2,2.8,82,83,kevin love
0,2,9.7,1,2.2,6.6,2,2.4,85,79,kosta koufos
0,1,21.1,2,2,15.1,2,3.2,80,80,rudy gay
1,2,7.1,0,0.8,22.9,3,5,81,78,luol deng
0,2,2.9,0,0.8,5.3,2,2.3,78,74,greivis vasquez
0,1,22.1,4,3.1,5.8,2,3.5,73,81,lou williams
1,3,18.7,1,1.4,6,2,2.4,81,82,jeff green
0,4,24,0,6.3,2.7,2,3.3,73,80,brian roberts
1,2,8.1,1,5.5,0.8,2,3.3,83,81,demarcus cousins
0,3,10,0,0.9,15.6,2,6,81,83,taj gibson
1,1,7.2,5,4.6,27,3,4.8,78,81,kobe bryant
0,2,8.2,1,6.6,6.4,2,2.3,82,85,al jefferson
0,2,13.5,1,2.7,16.3,2,5,82,82,anthony davis
0,2,15.2,1,2.5,27.7,3,6.5,82,83,nikola mirotic
1,3,0,2,3.4,16.2,2,2.4,85,78,Dirk Nowitzki
0,3,0,3,3,35.7,3,3.4,77,75,jamal crawford
1,3,16.4,0,0.8,5.3,2,4.7,81,85,lavoy allen
0,3,15,1,2.7,6.6,2,1.7,81,81,tristan thompson
0,2,11.9,0,0.8,23.8,3,3.9,73,73,mike conley
1,3,10.7,2,1.8,5.5,2,0.4,78,75,shabazz muhammad
0,4,3.9,1,1.9,3.6,2,1.5,80,81,paul millsap
1,4,7,5,5.6,11.3,2,3,79,73,joe johnson
1,1,16,0,0.7,2.9,2,4.3,81,85,marvin williams
1,3,13.7,2,2.8,5.9,2,2.3,78,80,tyreke evans
1,3,18.8,7,5,13,2,2.6,73,74,chris paul
0,5,15.2,0,0.7,24.5,3,8.3,81,78,patrick patterson
0,4,3.2,0,0.7,23.8,3,4.6,74,75,norris cole
1,1,20.1,3,3.8,2.9,2,1.9,73,74,kemba walker
1,2,21.5,3,3.3,2,2,2.9,82,81,jon leuer
1,4,14.7,1,2.7,20.3,2,4.7,75,77,monta ellis
0,1,16,7,6.7,2.7,2,1.3,77,83,james harden
1,4,12.3,0,0.8,12.6,2,3.4,85,80,pau gasol
1,2,24,0,0.9,0.6,2,0.7,80,79,bojan bogdanovic
0,3,12,0,1.9,18.9,2,3.4,75,71,damian lillard
1,3,6,0,1.4,3.3,2,1.5,82,86,serge ibaka
1,4,6,3,4.5,22.6,2,7.4,76,83,jj redick
1,1,15.1,0,1,24.2,3,3.6,77,75,arron afflalo
0,3,10.8,5,5,18.7,2,5.3,69,81,isaiah thomas
0,2,16.1,7,7,19.1,2,7.2,76,78,john wall
0,3,8.7,0,0.9,24.7,3,5.5,81,81,marcus morris
1,4,20.3,3,3.4,3.5,2,2.4,75,74,ray mccallum
1,3,9.5,2,1.4,4.3,2,1.9,73,76,eric bledsoe
0,2,3.4,5,4.3,27,3,6.4,80,79,trevor ariza
1,1,6,1,1.8,3.1,2,1.3,85,81,cody zeller
0,4,15.6,9,8.1,4.9,2,1.7,75,81,damian lillard
1,2,10.3,0,1.1,20.3,2,6.7,80,81,paul millsap
1,4,10.2,1,1.4,18.9,2,4.6,77,83,bradley beal
0,2,12.8,0,1,24.4,3,5.2,75,79,derrick rose
0,3,14.7,0,0.7,24.7,3,4.3,78,76,nik stauskas
0,1,12.9,10,11.7,8.1,2,4,75,83,jeremy lin
0,4,24,0,1.7,2.6,2,1.3,76,85,victor oladipo
0,2,8.8,1,2.2,17.4,2,5.9,81,80,jeff green
0,4,18.5,0,1.7,8.9,2,5.4,79,77,kyle korver
0,3,1,3,2,16.5,2,2,83,81,pero antic
0,3,4,2,2.9,7.5,2,1,85,85,pau gasol
1,1,5.3,0,0.9,24.3,3,4.2,81,81,luol deng
1,4,18.1,4,4.7,1.3,2,0,75,79,donald sloan
0,3,19.2,4,3.7,24.8,3,8.5,73,82,chris paul
1,4,11.6,0,0.8,2.3,2,1.4,80,85,trevor ariza
0,1,14.3,0,0.2,4.1,2,4,83,75,enes kanter
0,1,9.7,1,1.5,4.1,2,0.9,81,79,luol deng
0,4,18.7,0,1,24.9,3,4.5,80,78,paul millsap
0,2,12.1,15,12.6,12,2,1.8,74,69,tony parker
1,2,21.9,0,1,24.3,3,9.2,80,76,carmelo anthony
1,3,8.2,0,1.1,4.2,2,2.1,81,77,jj hickson
0,1,24,0,6.5,4.5,2,0.4,81,81,robert covington
0,4,6.3,1,2.7,5.3,2,2.3,82,82,markieff morris
1,2,15.7,0,1.2,1.4,2,1.9,82,83,chandler parsons
0,3,12.22,1,1.5,16.6,2,2.3,77,82,courtney lee
0,3,16.1,7,6.1,17.2,2,2,73,71,mo williams
0,2,5.5,0,1,25.5,3,5.7,79,80,thabo sefolosha
1,3,4,4,5.1,28.2,3,3.9,75,79,reggie jackson
0,1,20,0,0.8,24.2,3,5.1,83,78,charlie villanueva
1,2,16.9,0,1.8,13,2,2.2,82,79,markieff morris
0,4,23,1,0.6,23.3,3,1.8,79,78,rasual butler
1,4,18.1,0,0.8,23.7,3,18,80,80,hollis thompson
